region,timepoint,strata_level,focal_cell_type,neighbor_cell_type,log2_enrichment,enrichment_score,range_min,range_max,mouse_values,n_focal_cells,n_rois,n_mice,n_mice_effective,n_clipped_extremes,below_min_support,insufficient_support
pooled,pooled,pooled,activated_m2_cd44,endothelial,-0.8248220324036856,0.5645518399455554,-1.0927585906785218,-0.5568854741288494,"[-0.5568854741288494, -1.0927585906785218]",348,24,2,2,0,False,False
pooled,pooled,pooled,activated_m2_cd44,fibroblast,-0.42991724604875914,0.7423043631674837,-0.4879473460135837,-0.37188714608393453,"[-0.4879473460135837, -0.37188714608393453]",348,24,2,2,0,False,False
pooled,pooled,pooled,activated_m2_cd44,immune_cells,0.12168158457616246,1.088002283541712,0.028959064677892263,0.21440410447443267,"[0.21440410447443267, 0.028959064677892263]",348,24,2,2,0,False,False
pooled,pooled,pooled,activated_m2_cd44,m2_macrophage,0.5642238354127502,1.4785918183081257,0.46763164172062444,0.6608160291048759,"[0.6608160291048759, 0.46763164172062444]",348,24,2,2,0,False,False
pooled,pooled,pooled,activated_m2_cd44,myeloid,0.2930525128217317,1.2252299283772743,0.20558144352015176,0.3805235821233117,"[0.3805235821233117, 0.20558144352015176]",342,23,2,2,0,False,False
pooled,pooled,pooled,activated_m2_cd44,neutrophil,0.07503431789123656,1.0533860929200223,0.046073081494941624,0.1039955542875315,"[0.1039955542875315, 0.046073081494941624]",348,24,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd140b,activated_endothelial_cd140b,1.0078013396367096,2.010844246728096,0.9327307848761045,1.0828718943973146,"[0.9327307848761045, 1.0828718943973146]",31,18,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd140b,activated_endothelial_cd44,0.43226592663180285,1.3493512323316088,-0.32622823232098797,1.1907600855845937,"[1.1907600855845937, -0.32622823232098797]",31,18,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd140b,activated_fibroblast_cd140b,0.7813394034608867,1.718725803842526,0.5766490113519447,0.9860297955698286,"[0.5766490113519447, 0.9860297955698286]",31,18,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd140b,activated_fibroblast_cd44,,,,,[2.7570232465074596],26,15,2,1,0,False,True
pooled,pooled,pooled,activated_myeloid_cd140b,activated_immune,,,,,"[4.559392688903674, 2.7441610955704103]",17,12,2,2,0,True,False
pooled,pooled,pooled,activated_myeloid_cd140b,activated_m2_cd140b,2.1833390556426613,4.542035731790012,1.4908282542787716,2.8758498570065507,"[2.8758498570065507, 1.4908282542787716]",27,16,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd140b,activated_m2_cd44,0.7901285157147722,1.7292284959574031,0.6622315099510466,0.9180255214784977,"[0.6622315099510466, 0.9180255214784977]",31,18,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd140b,activated_myeloid_cd140b,3.5406538716648113,11.637053197005079,3.2842947654934775,3.797012977836145,"[3.797012977836145, 3.2842947654934775]",31,18,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd140b,activated_myeloid_cd44,1.2774953013087234,2.4241774386245343,0.9724599356272187,1.582530666990228,"[0.9724599356272187, 1.582530666990228]",31,18,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd140b,endothelial,0.0226606890208689,1.0158311990689102,-0.2710325373251208,0.3163539153668586,"[0.3163539153668586, -0.2710325373251208]",31,18,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd140b,fibroblast,1.1572394739368352,2.2303026161885233,1.1012860737646808,1.21319287410899,"[1.1012860737646808, 1.21319287410899]",31,18,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd140b,immune_cells,0.16475366231500638,1.120974657201116,-0.16901049093253026,0.498517815562543,"[0.498517815562543, -0.16901049093253026]",31,18,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd140b,m2_macrophage,0.6935052352426418,1.617207988547076,0.15458591310709469,1.232424557378189,"[1.232424557378189, 0.15458591310709469]",31,18,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd140b,myeloid,1.3989718675290215,2.637135804485632,1.2564602658622874,1.5414834691957553,"[1.5414834691957553, 1.2564602658622874]",30,17,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd140b,neutrophil,-0.41366773945254864,0.7507124220205333,-0.43080659805499844,-0.3965288808500988,"[-0.3965288808500988, -0.43080659805499844]",31,18,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd44,activated_endothelial_cd140b,0.013718637144102964,1.0095543891728487,-0.06521802755347939,0.09265530184168531,"[0.09265530184168531, -0.06521802755347939]",200,24,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd44,activated_endothelial_cd44,0.4648203429284267,1.3801454748453026,0.24259499273740984,0.6870456931194436,"[0.24259499273740984, 0.6870456931194436]",200,24,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd44,activated_fibroblast_cd140b,-0.2344971966620435,0.8499811801732758,-0.45773666061687973,-0.011257732707207257,"[-0.011257732707207257, -0.45773666061687973]",200,24,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd44,activated_fibroblast_cd44,0.6614509115771297,1.5816725046798263,0.3803842001153962,0.9425176230388631,"[0.9425176230388631, 0.3803842001153962]",148,20,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd44,activated_immune,0.43705790995174765,1.3538406212865017,0.39123089599299254,0.4828849239105027,"[0.4828849239105027, 0.39123089599299254]",161,15,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd44,activated_m2_cd140b,0.5190283255529187,1.4329897850989928,0.06674154001606586,0.9713151110897715,"[0.9713151110897715, 0.06674154001606586]",165,21,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd44,activated_m2_cd44,0.523227377992648,1.4371666653807535,0.4203600991163331,0.6260946568689628,"[0.4203600991163331, 0.6260946568689628]",200,24,2,2,0,False,False
pooled,pooled,pooled,activated_myeloid_cd44,activated_myeloid_cd140b,1.428643733910143,2.6919352969476864,0.9724599356272189,1.8848275321930672,"[0.9724599356272189, 1.8848275321930672]",165,18,2,2,0,False,False
