region,timepoint,strata_level,focal_cell_type,neighbor_cell_type,log2_enrichment,enrichment_score,range_min,range_max,mouse_values,n_focal_cells,n_rois,n_mice,n_mice_effective,n_clipped_extremes,below_min_support,insufficient_support
pooled,D3,timepoint,myeloid,activated_endothelial_cd140b,-0.5959964194475353,0.6615873619125147,-1.0406518359237116,-0.15134100297135922,"[-0.15134100297135922, -1.0406518359237116]",41,6,2,2,0,False,False
pooled,D3,timepoint,myeloid,activated_endothelial_cd44,-0.14420821461359734,0.9048758587230119,-0.2611665266201236,-0.027249902607071108,"[-0.2611665266201236, -0.027249902607071108]",41,6,2,2,0,False,False
pooled,D3,timepoint,myeloid,activated_fibroblast_cd140b,-0.3675612721603403,0.7750916027777295,-0.4097409917197585,-0.3253815526009221,"[-0.3253815526009221, -0.4097409917197585]",41,6,2,2,0,False,False
pooled,D3,timepoint,myeloid,activated_fibroblast_cd44,1.5211749955840705,2.8702472024708734,0.9719606632767428,2.070389327891398,"[0.9719606632767428, 2.070389327891398]",32,5,2,2,0,False,False
pooled,D3,timepoint,myeloid,activated_immune,,,,,[],16,2,1,0,0,True,True
pooled,D3,timepoint,myeloid,activated_m2_cd140b,,,,,[0.8804183842473274],41,6,2,1,0,False,True
pooled,D3,timepoint,myeloid,activated_m2_cd44,0.40479785927006473,1.3239034009555526,0.26449903378026934,0.5450966847598602,"[0.5450966847598602, 0.26449903378026934]",41,6,2,2,0,False,False
pooled,D3,timepoint,myeloid,activated_myeloid_cd140b,,,,,[],22,3,1,0,0,False,True
pooled,D3,timepoint,myeloid,activated_myeloid_cd44,1.2164128585112028,2.3236823408683875,0.9618598393746943,1.4709658776477113,"[1.4709658776477113, 0.9618598393746943]",41,6,2,2,0,False,False
pooled,D3,timepoint,myeloid,endothelial,0.2887161881186519,1.2215527700140931,0.21845515013417008,0.3589772261031337,"[0.21845515013417008, 0.3589772261031337]",41,6,2,2,0,False,False
pooled,D3,timepoint,myeloid,fibroblast,0.2257588200720557,1.1693921566968484,0.09688062763071166,0.35463701251339974,"[0.09688062763071166, 0.35463701251339974]",41,6,2,2,0,False,False
pooled,D3,timepoint,myeloid,immune_cells,0.14122257894939733,1.1028392959593751,-0.09798857996984378,0.38043373786863843,"[0.38043373786863843, -0.09798857996984378]",41,6,2,2,0,False,False
pooled,D3,timepoint,myeloid,m2_macrophage,-0.08357165715827286,0.9437184036703238,-0.8245849948355962,0.6574416805190505,"[0.6574416805190505, -0.8245849948355962]",41,6,2,2,0,False,False
pooled,D3,timepoint,myeloid,myeloid,,,,,[0.5378613860972192],41,6,2,1,0,False,True
pooled,D3,timepoint,myeloid,neutrophil,-0.3127001481696351,0.8051334603387083,-0.4315712468667379,-0.1938290494725323,"[-0.4315712468667379, -0.1938290494725323]",41,6,2,2,0,False,False
pooled,D3,timepoint,neutrophil,activated_endothelial_cd140b,-0.6373773701771286,0.6428805594759355,-0.6581661137888138,-0.6165886265654433,"[-0.6165886265654433, -0.6581661137888138]",865,6,2,2,0,False,False
pooled,D3,timepoint,neutrophil,activated_endothelial_cd44,-0.1068903296369412,0.9285874387078613,-0.2975816145229307,0.08380095524904829,"[-0.2975816145229307, 0.08380095524904829]",865,6,2,2,0,False,False
pooled,D3,timepoint,neutrophil,activated_fibroblast_cd140b,-0.315289599996024,0.8036896455707043,-0.3191763265451398,-0.31140287344690826,"[-0.3191763265451398, -0.31140287344690826]",865,6,2,2,0,False,False
pooled,D3,timepoint,neutrophil,activated_fibroblast_cd44,-0.045215667230686575,0.9691449294706332,-0.0858915467208968,-0.004539787740476355,"[-0.004539787740476355, -0.0858915467208968]",745,5,2,2,0,False,False
pooled,D3,timepoint,neutrophil,activated_immune,,,,,[-0.5036816942067431],330,2,1,1,0,False,True
pooled,D3,timepoint,neutrophil,activated_m2_cd140b,-0.5356129008338336,0.6898655385244361,-0.6748358931213883,-0.396389908546279,"[-0.6748358931213883, -0.396389908546279]",865,6,2,2,0,False,False
pooled,D3,timepoint,neutrophil,activated_m2_cd44,-0.08408592382264846,0.943382063409643,-0.26050391890853003,0.09233207126323313,"[0.09233207126323313, -0.26050391890853003]",865,6,2,2,0,False,False
pooled,D3,timepoint,neutrophil,activated_myeloid_cd140b,,,,,[-0.38733706770470006],421,3,1,1,0,False,True
pooled,D3,timepoint,neutrophil,activated_myeloid_cd44,0.02631503022702042,1.018407557316937,-0.21007624675070624,0.2627063072047471,"[-0.21007624675070624, 0.2627063072047471]",865,6,2,2,0,False,False
pooled,D3,timepoint,neutrophil,endothelial,-0.672619850844068,0.6273663910974947,-0.7133971284398738,-0.6318425732482621,"[-0.6318425732482621, -0.7133971284398738]",865,6,2,2,0,False,False
pooled,D3,timepoint,neutrophil,fibroblast,-0.2427785358090337,0.8451161059299966,-0.27852723866393236,-0.20702983295413505,"[-0.27852723866393236, -0.20702983295413505]",865,6,2,2,0,False,False
pooled,D3,timepoint,neutrophil,immune_cells,-0.17200834300089884,0.8876062042922832,-0.19769081781656928,-0.1463258681852284,"[-0.19769081781656928, -0.1463258681852284]",865,6,2,2,0,False,False
pooled,D3,timepoint,neutrophil,m2_macrophage,-0.02302244312513655,0.9841687118034793,-0.15019356701834374,0.10414868076807064,"[-0.15019356701834374, 0.10414868076807064]",865,6,2,2,0,False,False
pooled,D3,timepoint,neutrophil,myeloid,-0.19612001514102428,0.8728949735895644,-0.2626460086283411,-0.12959402165370748,"[-0.12959402165370748, -0.2626460086283411]",865,6,2,2,0,False,False
pooled,D3,timepoint,neutrophil,neutrophil,0.3400106243770404,1.2657659153614482,0.31654954770284316,0.3634717010512376,"[0.3634717010512376, 0.31654954770284316]",865,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd140b,activated_endothelial_cd140b,1.7082724669674276,3.2676930417288443,1.3642593788087023,2.052285555126153,"[1.3642593788087023, 2.052285555126153]",111,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd140b,activated_endothelial_cd44,,,,,[0.6859925217685898],111,6,2,1,0,False,True
pooled,D7,timepoint,activated_endothelial_cd140b,activated_fibroblast_cd140b,0.860511015387172,1.8156813271864867,0.7289007641903047,0.9921212665840393,"[0.9921212665840393, 0.7289007641903047]",111,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd140b,activated_fibroblast_cd44,-1.2138816768349234,0.4311071284688163,-1.2999497257918677,-1.1278136278779793,"[-1.2999497257918677, -1.1278136278779793]",111,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd140b,activated_immune,,,,,[0.09701955744089913],50,2,1,1,0,False,True
pooled,D7,timepoint,activated_endothelial_cd140b,activated_m2_cd140b,0.33424069770524023,1.2607137101715291,0.3285490645117927,0.3399323308986877,"[0.3285490645117927, 0.3399323308986877]",111,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd140b,activated_m2_cd44,-0.6313364244774119,0.6455781141533512,-1.1446251770079683,-0.11804767194685556,"[-1.1446251770079683, -0.11804767194685556]",111,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd140b,activated_myeloid_cd140b,0.5157664616900166,1.4297535242444814,0.2819943623160519,0.7495385610639813,"[0.2819943623160519, 0.7495385610639813]",111,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd140b,activated_myeloid_cd44,0.10989385128544249,1.0791488333925763,-0.4621943555911703,0.6819820581620553,"[0.6819820581620553, -0.4621943555911703]",111,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd140b,endothelial,0.5453613293181238,1.4593858080664248,0.4714074585924959,0.6193152000437516,"[0.4714074585924959, 0.6193152000437516]",111,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd140b,fibroblast,-0.18657054817308427,0.8786919924773415,-0.588381557536717,0.21524046119054843,"[-0.588381557536717, 0.21524046119054843]",111,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd140b,immune_cells,-0.10720824871589194,0.9283828333479586,-0.3774020335829957,0.1629855361512118,"[0.1629855361512118, -0.3774020335829957]",111,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd140b,m2_macrophage,-0.6065291752155851,0.6567748667914023,-1.1025591582326475,-0.11049919219852272,"[-0.11049919219852272, -1.1025591582326475]",111,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd140b,myeloid,0.06891807540237092,1.0489297615640016,0.0549642564074273,0.08287189439731454,"[0.0549642564074273, 0.08287189439731454]",111,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd140b,neutrophil,-0.9064334484967619,0.5335023575681548,-0.9064792934362494,-0.9063876035572743,"[-0.9064792934362494, -0.9063876035572743]",111,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd44,activated_endothelial_cd140b,-1.106584344691564,0.4643922030605088,-2.441705449740924,0.2285367603577961,"[0.2285367603577961, -2.441705449740924]",35,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd44,activated_endothelial_cd44,,,,,[1.9215993696277864],35,6,2,1,0,False,True
pooled,D7,timepoint,activated_endothelial_cd44,activated_fibroblast_cd140b,-0.36714586412567873,0.7753148139414864,-0.5982301786753291,-0.13606154957602837,"[-0.13606154957602837, -0.5982301786753291]",35,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd44,activated_fibroblast_cd44,,,,,[1.8053446096745605],35,6,2,1,0,False,True
pooled,D7,timepoint,activated_endothelial_cd44,activated_immune,,,,,[2.6260496927643557],7,2,1,1,0,True,True
pooled,D7,timepoint,activated_endothelial_cd44,activated_m2_cd140b,-0.21857206686141917,0.8594156375673171,-2.063193826487194,1.6260496927643555,"[1.6260496927643555, -2.063193826487194]",35,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd44,activated_m2_cd44,-0.3004849575341385,0.8119794060776125,-1.094958755741943,0.4939888406736659,"[0.4939888406736659, -1.094958755741943]",35,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd44,activated_myeloid_cd140b,,,,,[-0.32622823232098797],35,6,2,1,0,False,True
pooled,D7,timepoint,activated_endothelial_cd44,activated_myeloid_cd44,1.3323461937190064,2.5181185302970945,1.2587342684001683,1.4059581190378447,"[1.4059581190378447, 1.2587342684001683]",35,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd44,endothelial,-0.38596903308278613,0.7652648108621006,-0.5703010696457329,-0.20163699651983938,"[-0.5703010696457329, -0.20163699651983938]",35,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd44,fibroblast,-0.38661706766066206,0.7649211438484715,-0.8558228589906618,0.08258872366933762,"[-0.8558228589906618, 0.08258872366933762]",35,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd44,immune_cells,0.8255603153121615,1.7722232023432056,-0.3076378705821751,1.958758501206498,"[-0.3076378705821751, 1.958758501206498]",35,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd44,m2_macrophage,-0.929662186827576,0.5249812540115237,-2.045190918966486,0.18586654531133387,"[0.18586654531133387, -2.045190918966486]",35,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd44,myeloid,-0.15544680201442873,0.8978542647535164,-1.4967601493401914,1.185866545311334,"[1.185866545311334, -1.4967601493401914]",35,6,2,2,0,False,False
pooled,D7,timepoint,activated_endothelial_cd44,neutrophil,0.10321476355244906,1.074164362780837,-0.16335305140285414,0.36978257850775226,"[0.36978257850775226, -0.16335305140285414]",35,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd140b,activated_endothelial_cd140b,0.9323734545522367,1.9084130469967795,0.6601490023153369,1.2045979067891366,"[1.2045979067891366, 0.6601490023153369]",59,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd140b,activated_endothelial_cd44,0.3894827655026498,1.3099236863019508,-0.13606154957602856,0.9150270805813282,"[-0.13606154957602856, 0.9150270805813282]",59,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd140b,activated_fibroblast_cd140b,1.001026778413247,2.00142392377367,0.2155472270673793,1.7865063297591146,"[0.2155472270673793, 1.7865063297591146]",59,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd140b,activated_fibroblast_cd44,0.593147414794208,1.508534211062133,-0.005241640047491651,1.1915364696359076,"[1.1915364696359076, -0.005241640047491651]",59,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd140b,activated_immune,,,,,[],9,2,1,0,0,True,True
pooled,D7,timepoint,activated_fibroblast_cd140b,activated_m2_cd140b,0.1378761982127917,1.1002841867822517,-0.4579896444633908,0.7337420408889742,"[-0.4579896444633908, 0.7337420408889742]",59,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd140b,activated_m2_cd44,-1.058761567624734,0.48004396021892515,-1.8330703623168472,-0.2844527729326207,"[-0.2844527729326207, -1.8330703623168472]",59,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd140b,activated_myeloid_cd140b,,,,,[1.233742040888974],59,6,2,1,0,False,True
pooled,D7,timepoint,activated_fibroblast_cd140b,activated_myeloid_cd44,0.5287888453011276,1.4427175134202164,-0.02137365079256706,1.0789513413948222,"[1.0789513413948222, -0.02137365079256706]",59,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd140b,endothelial,-0.10460516290279837,0.9300594466598429,-0.2745394546960367,0.06532912889043997,"[0.06532912889043997, -0.2745394546960367]",59,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd140b,fibroblast,1.1026049145901384,2.1474207865069803,1.0717675099894828,1.133442319190794,"[1.0717675099894828, 1.133442319190794]",59,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd140b,immune_cells,0.11650420432592548,1.0841047820480496,-0.4270231622211565,0.6600315708730075,"[0.6600315708730075, -0.4270231622211565]",59,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd140b,m2_macrophage,-1.0320099208620015,0.4890283738510212,-3.327945987993978,1.263926146269975,"[1.263926146269975, -3.327945987993978]",59,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd140b,myeloid,,,,,[-0.9020714672859491],59,6,2,1,0,False,True
pooled,D7,timepoint,activated_fibroblast_cd140b,neutrophil,-0.23555472837790087,0.8493583509131997,-0.3014860213339245,-0.16962343542187722,"[-0.3014860213339245, -0.16962343542187722]",59,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd44,activated_endothelial_cd140b,-1.2138816768349234,0.4311071284688163,-1.2999497257918677,-1.1278136278779791,"[-1.2999497257918677, -1.1278136278779791]",32,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd44,activated_endothelial_cd44,,,,,[1.762250270692905],32,6,2,1,0,False,True
pooled,D7,timepoint,activated_fibroblast_cd44,activated_fibroblast_cd140b,0.37589080322998414,1.2976405455445983,-0.005241640047491528,0.7570232465074598,"[0.7570232465074598, -0.005241640047491528]",32,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd44,activated_fibroblast_cd44,1.727193245114429,3.3108307114680455,1.4350951516200974,2.0192913386087605,"[1.4350951516200974, 2.0192913386087605]",32,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd44,activated_immune,,,,,[],8,2,1,0,0,True,True
pooled,D7,timepoint,activated_fibroblast_cd44,activated_m2_cd140b,1.0225057389362884,2.0314442027836312,0.7774734615141439,1.2675380163584327,"[1.2675380163584327, 0.7774734615141439]",32,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd44,activated_m2_cd44,-0.554232028199853,0.6810194803584435,-0.5669629026160187,-0.5415011537836872,"[-0.5669629026160187, -0.5415011537836872]",32,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd44,activated_myeloid_cd140b,,,,,[2.7570232465074596],32,6,2,1,0,False,True
pooled,D7,timepoint,activated_fibroblast_cd44,activated_myeloid_cd44,1.507033489054745,2.842250062303925,0.9479777876517177,2.0660891904577725,"[0.9479777876517177, 2.0660891904577725]",32,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd44,endothelial,-0.5597542587135879,0.6784177120820565,-0.788751679183251,-0.3307568382439247,"[-0.788751679183251, -0.3307568382439247]",32,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd44,fibroblast,0.6063356631057245,1.522387544314416,0.3864823951882406,0.8261889310232085,"[0.3864823951882406, 0.8261889310232085]",32,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd44,immune_cells,0.3245545650975693,1.2522777357407933,-0.044904318786520514,0.6940134489816592,"[0.6940134489816592, -0.044904318786520514]",32,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd44,m2_macrophage,0.14350195218537198,1.104583094311633,-0.4024745110290475,0.6894784153997915,"[0.6894784153997915, -0.4024745110290475]",32,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd44,myeloid,1.6659114019542904,3.1731404995088544,1.6009040445901777,1.7309187593184032,"[1.6009040445901777, 1.7309187593184032]",32,6,2,2,0,False,False
pooled,D7,timepoint,activated_fibroblast_cd44,neutrophil,0.1558005215462015,1.1140396042221263,-0.20870266051666841,0.5203037036090714,"[0.5203037036090714, -0.20870266051666841]",32,6,2,2,0,False,False
pooled,D7,timepoint,activated_immune,activated_endothelial_cd140b,,,,,[0.28501277492928867],6,2,1,1,0,True,True
pooled,D7,timepoint,activated_immune,activated_endothelial_cd44,,,,,[2.6260496927643557],6,2,1,1,0,True,True
pooled,D7,timepoint,activated_immune,activated_fibroblast_cd140b,,,,,[],6,2,1,0,0,True,True
pooled,D7,timepoint,activated_immune,activated_fibroblast_cd44,,,,,[],6,2,1,0,0,True,True
pooled,D7,timepoint,activated_immune,activated_immune,,,,,[],6,2,1,0,0,True,True
pooled,D7,timepoint,activated_immune,activated_m2_cd140b,,,,,[],6,2,1,0,0,True,True
pooled,D7,timepoint,activated_immune,activated_m2_cd44,,,,,[0.7675380163584327],6,2,1,1,0,True,True
pooled,D7,timepoint,activated_immune,activated_myeloid_cd140b,,,,,[],6,2,1,0,0,True,True
pooled,D7,timepoint,activated_immune,activated_myeloid_cd44,,,,,[1.7209833141626918],6,2,1,1,0,True,True
pooled,D7,timepoint,activated_immune,endothelial,,,,,[-0.530134243265706],6,2,1,1,0,True,True
pooled,D7,timepoint,activated_immune,fibroblast,,,,,[],6,2,1,0,0,True,True
pooled,D7,timepoint,activated_immune,immune_cells,,,,,[1.2675380163584327],6,2,1,1,0,True,True
pooled,D7,timepoint,activated_immune,m2_macrophage,,,,,[2.493988840673666],6,2,1,1,0,True,True
pooled,D7,timepoint,activated_immune,myeloid,,,,,[1.4939888406736659],6,2,1,1,0,True,True
pooled,D7,timepoint,activated_immune,neutrophil,,,,,[0.04457961027702463],6,2,1,1,0,True,True
pooled,D7,timepoint,activated_m2_cd140b,activated_endothelial_cd140b,0.3580273143155384,1.2816721896260146,0.275717304917889,0.44033732371318784,"[0.44033732371318784, 0.275717304917889]",38,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd140b,activated_endothelial_cd44,-0.7185720668614191,0.6076986251816102,-2.063193826487194,0.6260496927643556,"[0.6260496927643556, -2.063193826487194]",38,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd140b,activated_fibroblast_cd140b,0.5573941744909511,1.471608765258995,0.5420103555366091,0.572777993445293,"[0.5420103555366091, 0.572777993445293]",38,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd140b,activated_fibroblast_cd44,1.0492345399154162,2.069431564591507,0.7774734615141439,1.3209956183166887,"[1.3209956183166887, 0.7774734615141439]",38,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd140b,activated_immune,,,,,[],9,2,1,0,0,True,True
pooled,D7,timepoint,activated_m2_cd140b,activated_m2_cd140b,1.5426714884391703,2.9133347659434756,1.3630152869305618,1.722327689947779,"[1.3630152869305618, 1.722327689947779]",38,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd140b,activated_m2_cd44,-0.35946199073733126,0.7794551995922014,-1.042952145184547,0.3240281637098844,"[-1.042952145184547, 0.3240281637098844]",38,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd140b,activated_myeloid_cd140b,1.8997354263730606,3.7314475989545834,1.2258233267367213,2.5736475260094,"[2.5736475260094, 1.2258233267367213]",38,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd140b,activated_myeloid_cd44,0.6695571169929873,1.5905846099484031,0.39113644633425676,0.9479777876517177,"[0.9479777876517177, 0.39113644633425676]",38,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd140b,endothelial,-0.5415024145992028,0.6870550410819557,-0.9376570399628673,-0.14534778923553832,"[-0.14534778923553832, -0.9376570399628673]",38,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd140b,fibroblast,-0.22458975750049096,0.8558383559372953,-0.3356619101892226,-0.11351760481175932,"[-0.11351760481175932, -0.3356619101892226]",38,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd140b,immune_cells,-0.4043685827275743,0.7555669056942215,-0.444457627725536,-0.36427953772961263,"[-0.36427953772961263, -0.444457627725536]",38,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd140b,m2_macrophage,1.0773103967243547,2.1100985743062015,0.9756571478998904,1.1789636455488188,"[1.1789636455488188, 0.9756571478998904]",38,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd140b,myeloid,1.182919826127804,2.2703580317834957,1.118301582744982,1.2475380695106257,"[1.2475380695106257, 1.118301582744982]",38,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd140b,neutrophil,-0.0737918234716351,0.9501374749458914,-0.24079198042233618,0.09320833347906597,"[0.09320833347906597, -0.24079198042233618]",38,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd44,activated_endothelial_cd140b,-1.1991515237454982,0.43553135057027453,-1.2030101726680118,-1.1952928748229847,"[-1.1952928748229847, -1.2030101726680118]",73,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd44,activated_endothelial_cd44,-0.6042381802768511,0.6578186516450873,-1.094958755741943,-0.11351760481175932,"[-0.11351760481175932, -1.094958755741943]",73,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd44,activated_fibroblast_cd140b,-1.0956879653570195,0.4679129409591048,-1.8330703623168472,-0.35830556839719185,"[-0.35830556839719185, -1.8330703623168472]",73,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd44,activated_fibroblast_cd44,-0.43872992896979063,0.7377838279899783,-1.0415011537836874,0.1640412958441061,"[0.1640412958441061, -1.0415011537836874]",73,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd44,activated_immune,,,,,[0.7675380163584327],22,2,1,1,0,False,True
pooled,D7,timepoint,activated_m2_cd44,activated_m2_cd140b,-0.6899440144591715,0.619877904620957,-1.0429521451845467,-0.33693588373379646,"[-1.0429521451845467, -0.33693588373379646]",73,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd44,activated_m2_cd44,0.760364922557174,1.693919038961966,-0.12972834365794816,1.6504581887722962,"[-0.12972834365794816, 1.6504581887722962]",73,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd44,activated_myeloid_cd140b,,,,,[],73,6,2,0,0,False,True
pooled,D7,timepoint,activated_m2_cd44,activated_myeloid_cd44,1.0498396357445607,2.0702997085926533,0.661325661287331,1.4383536102017906,"[0.661325661287331, 1.4383536102017906]",73,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd44,endothelial,-1.1510817250687113,0.4502874815409363,-1.7650409383419943,-0.5371225117954281,"[-0.5371225117954281, -1.7650409383419943]",73,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd44,fibroblast,-0.6883782899115541,0.6205510093848052,-1.1968949224247682,-0.17986165739834004,"[-0.17986165739834004, -1.1968949224247682]",73,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd44,immune_cells,0.40297334251108335,1.3222301733251525,-0.1447265925174004,0.9506732775395671,"[0.9506732775395671, -0.1447265925174004]",73,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd44,m2_macrophage,0.7957300502725315,1.7359556016647972,0.5600192667190107,1.0314408338260523,"[0.5600192667190107, 1.0314408338260523]",73,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd44,myeloid,0.45494706862495976,1.3707325129320627,0.09207338152884836,0.8178207557210712,"[0.8178207557210712, 0.09207338152884836]",73,6,2,2,0,False,False
pooled,D7,timepoint,activated_m2_cd44,neutrophil,0.21199531003467492,1.1582890407805304,0.19825818756449953,0.2257324325048503,"[0.19825818756449953, 0.2257324325048503]",73,6,2,2,0,False,False
pooled,D7,timepoint,activated_myeloid_cd140b,activated_endothelial_cd140b,,,,,"[0.7819943623160519, 1.0828718943973146]",13,6,2,2,0,True,False
pooled,D7,timepoint,activated_myeloid_cd140b,activated_endothelial_cd44,,,,,[-0.32622823232098797],13,6,2,1,0,True,True
pooled,D7,timepoint,activated_myeloid_cd140b,activated_fibroblast_cd140b,,,,,"[0.2789759497028154, 0.39366384848627684]",13,6,2,2,0,True,False
pooled,D7,timepoint,activated_myeloid_cd140b,activated_fibroblast_cd44,,,,,[2.7570232465074596],13,6,2,1,0,True,True
pooled,D7,timepoint,activated_myeloid_cd140b,activated_immune,,,,,[],3,2,1,0,0,True,True
pooled,D7,timepoint,activated_myeloid_cd140b,activated_m2_cd140b,,,,,"[2.5736475260094, 1.1925109607929878]",13,6,2,2,0,True,False
pooled,D7,timepoint,activated_myeloid_cd140b,activated_m2_cd44,,,,,[],13,6,2,0,0,True,True
pooled,D7,timepoint,activated_myeloid_cd140b,activated_myeloid_cd140b,,,,,[2.89616418901546],13,6,2,1,0,True,True
pooled,D7,timepoint,activated_myeloid_cd140b,activated_myeloid_cd44,,,,,"[2.532940288372874, 2.5883934061214298]",13,6,2,2,0,True,False
pooled,D7,timepoint,activated_myeloid_cd140b,endothelial,,,,,"[-0.18553245809603483, -0.1887435071318194]",13,6,2,2,0,True,False
pooled,D7,timepoint,activated_myeloid_cd140b,fibroblast,,,,,[1.6009040445901777],13,6,2,1,0,True,True
pooled,D7,timepoint,activated_myeloid_cd140b,immune_cells,,,,,"[0.5285143679561105, -0.31114825613411956]",13,6,2,2,0,True,False
pooled,D7,timepoint,activated_myeloid_cd140b,m2_macrophage,,,,,"[0.48195966576036975, 0.2735240413411599]",13,6,2,2,0,True,False
pooled,D7,timepoint,activated_myeloid_cd140b,myeloid,,,,,"[1.2167023074109797, 0.11443606132803257]",13,6,2,2,0,True,False
pooled,D7,timepoint,activated_myeloid_cd140b,neutrophil,,,,,"[-0.11532649492710127, 0.018803276197941532]",13,6,2,2,0,True,False
pooled,D7,timepoint,activated_myeloid_cd44,activated_endothelial_cd140b,1.3105760480475315,2.480405593605846,0.2884441624544579,2.332707933640605,"[0.2884441624544579, 2.332707933640605]",28,6,2,2,0,False,False
pooled,D7,timepoint,activated_myeloid_cd44,activated_endothelial_cd44,1.5823461937190066,2.9945644726495004,1.2587342684001683,1.905958119037845,"[1.905958119037845, 1.2587342684001683]",28,6,2,2,0,False,False
pooled,D7,timepoint,activated_myeloid_cd44,activated_fibroblast_cd140b,0.5287888453011277,1.4427175134202164,-0.021373650792566735,1.0789513413948222,"[1.0789513413948222, -0.021373650792566735]",28,6,2,2,0,False,False
pooled,D7,timepoint,activated_myeloid_cd44,activated_fibroblast_cd44,1.5070334890547452,2.8422500623039255,0.9479777876517179,2.0660891904577725,"[0.9479777876517179, 2.0660891904577725]",28,6,2,2,0,False,False
