focal_cell_type,neighbor_cell_type,timepoint,observed_proportion,expected_proportion,enrichment_score,log2_enrichment,fraction_significant_raw,n_focal_cells,n_rois,fraction_significant_fdr
activated_endothelial_cd140b,activated_fibroblast_cd44,D7,0.029687499999999995,0.07619709800294147,0.4214402103971363,-1.4263666390195082,0.8333333333333334,576.0,6.0,0.6666666666666666
activated_endothelial_cd140b,activated_fibroblast_cd44,Sham,0.028537735849056604,0.045751567933642996,0.6107835859184516,-0.7427323570761398,0.16666666666666666,424.0,6.0,0.16666666666666666
activated_endothelial_cd140b,activated_immune,D1,0.009016393442622951,0.021223946210733532,0.4437256996557611,-1.3583000107425751,0.5,488.0,6.0,0.0
activated_endothelial_cd140b,activated_immune,D3,0.006053811659192825,0.008461436078448204,0.684233081940481,-0.7575870254960749,0.0,446.0,6.0,0.0
activated_endothelial_cd140b,activated_immune,D7,0.005902777777777778,0.009323427257990463,0.5482664419934641,-1.1679763980420235,0.0,576.0,6.0,0.0
activated_endothelial_cd140b,activated_immune,Sham,0.01816037735849057,0.023493044423193582,0.7087883832778393,-0.6758996622559147,0.16666666666666666,424.0,6.0,0.0
activated_endothelial_cd140b,activated_m2_cd140b,D1,0.006557377049180328,0.005479371240536995,1.0380411937788987,-0.20634152640302494,0.0,488.0,6.0,0.0
activated_endothelial_cd140b,activated_m2_cd140b,D3,0.023094170403587445,0.022735473130522935,0.9536346812131566,-0.19885515127803507,0.16666666666666666,446.0,6.0,0.0
activated_endothelial_cd140b,activated_m2_cd140b,D7,0.027083333333333334,0.03206412591142324,0.7868805240089937,-0.4360024561623126,0.0,576.0,6.0,0.0
activated_endothelial_cd140b,activated_m2_cd140b,Sham,0.010691823899371069,0.009460838385509788,1.3362334032145355,0.19593104704624495,0.2,318.0,5.0,0.0
activated_endothelial_cd140b,activated_m2_cd44,D1,0.04405737704918033,0.08084246319922034,0.5987655504388371,-0.8141093861184763,0.5,488.0,6.0,0.3333333333333333
activated_endothelial_cd140b,activated_m2_cd44,D3,0.04641255605381166,0.111999264278677,0.4242185855887548,-1.3024736174013878,1.0,446.0,6.0,0.6666666666666666
activated_endothelial_cd140b,activated_m2_cd44,D7,0.05052083333333332,0.11519786505831552,0.4567066482933624,-1.157628928261216,0.8333333333333334,576.0,6.0,0.6666666666666666
activated_endothelial_cd140b,activated_m2_cd44,Sham,0.05330188679245282,0.08043533496191446,0.6640086548559478,-0.6481346007023964,0.6666666666666666,424.0,6.0,0.3333333333333333
activated_endothelial_cd140b,activated_myeloid_cd140b,D1,0.0028688524590163933,0.003922844390726927,0.5936133879781421,,0.0,488.0,6.0,0.0
activated_endothelial_cd140b,activated_myeloid_cd140b,D3,0.0076726342710997444,0.006836435666456793,1.5567135549872122,0.35859230459558716,0.0,391.0,5.0,0.0
activated_endothelial_cd140b,activated_myeloid_cd140b,D7,0.009201388888888891,0.008662015777032428,0.9829455266955267,-0.18228094364510308,0.0,576.0,6.0,0.0
activated_endothelial_cd140b,activated_myeloid_cd140b,Sham,0.005188679245283019,0.005898797432933535,0.9362735849056604,-0.3127249405908873,0.0,424.0,6.0,0.0
activated_endothelial_cd140b,activated_myeloid_cd44,D1,0.028073770491803277,0.05107201882680101,0.5324685571590027,-0.9790334724615954,0.6666666666666666,488.0,6.0,0.16666666666666666
activated_endothelial_cd140b,activated_myeloid_cd44,D3,0.013004484304932735,0.020635376965358776,0.6532116086344852,-0.801122837741311,0.16666666666666666,446.0,6.0,0.0
