focal_cell_type,neighbor_cell_type,region,observed_proportion,expected_proportion,enrichment_score,log2_enrichment,fraction_significant_raw,n_focal_cells,n_rois,fraction_significant_fdr
activated_fibroblast_cd44,endothelial,Cortex,0.09198113207547168,0.17983916026966487,0.5343422426536258,-0.9770214674256467,0.8333333333333334,636.0,12.0,0.6666666666666666
activated_fibroblast_cd44,endothelial,Medulla,0.08686030428769019,0.15622082318719177,0.5599599794020163,-1.0176024209406807,0.75,723.0,12.0,0.5
activated_fibroblast_cd44,fibroblast,Cortex,0.043710691823899375,0.046908995772822065,0.8973272013579735,-0.19448109551753084,0.0,636.0,12.0,0.0
activated_fibroblast_cd44,fibroblast,Medulla,0.06431535269709543,0.06511515611504605,0.9756432642966278,-0.12151008328690799,0.16666666666666666,723.0,12.0,0.0
activated_fibroblast_cd44,immune_cells,Cortex,0.04135220125786164,0.04951727554930555,0.7858169110393829,-0.6358271105285506,0.08333333333333333,636.0,12.0,0.0
activated_fibroblast_cd44,immune_cells,Medulla,0.034163208852005536,0.05285030677248032,0.6289959825178129,,0.16666666666666666,723.0,12.0,0.08333333333333333
activated_fibroblast_cd44,m2_macrophage,Cortex,0.013993710691823903,0.014549413681229055,0.7852296500361151,,0.16666666666666666,636.0,12.0,0.08333333333333333
activated_fibroblast_cd44,m2_macrophage,Medulla,0.01438450899031812,0.032387482529365984,0.492518117544772,,0.25,723.0,12.0,0.08333333333333333
activated_fibroblast_cd44,myeloid,Cortex,0.007859531772575251,0.010370570932513909,0.8116393268567182,-0.5184767652984371,0.0,598.0,11.0,0.0
activated_fibroblast_cd44,myeloid,Medulla,0.009958506224066391,0.02053086835984401,0.5675365418920353,-1.3933348060469901,0.08333333333333333,723.0,12.0,0.08333333333333333
activated_fibroblast_cd44,neutrophil,Cortex,0.21493710691823897,0.18024918372976997,1.1929251294870808,0.2269403011681271,0.25,636.0,12.0,0.25
activated_fibroblast_cd44,neutrophil,Medulla,0.1789764868603043,0.1544242146535096,1.1527709088435862,0.17704758080506386,0.16666666666666666,723.0,12.0,0.16666666666666666
activated_immune,activated_endothelial_cd140b,Cortex,0.06785714285714287,0.11429848722371455,0.5878643008168567,,0.25,140.0,12.0,0.08333333333333333
activated_immune,activated_endothelial_cd140b,Medulla,0.05304878048780488,0.08207709125940493,0.6495379161398912,,0.25,164.0,12.0,0.08333333333333333
activated_immune,activated_endothelial_cd44,Cortex,0.11785714285714285,0.1401156473441249,0.898989275585855,-0.3075490617987025,0.3333333333333333,140.0,12.0,0.0
activated_immune,activated_endothelial_cd44,Medulla,0.18902439024390244,0.16903515660317,1.0888119596528616,,0.25,164.0,12.0,0.16666666666666666
activated_immune,activated_fibroblast_cd140b,Cortex,0.05,0.047110277149254365,1.076116210683797,,0.08333333333333333,140.0,12.0,0.0
