focal_cell_type,neighbor_cell_type,region,observed_proportion,expected_proportion,enrichment_score,log2_enrichment,fraction_significant_raw,n_focal_cells,n_rois,fraction_significant_fdr
activated_m2_cd140b,activated_myeloid_cd140b,Medulla,0.01702127659574468,0.012905924581911523,1.9923795132172792,,0.08333333333333333,188.0,12.0,0.0
activated_m2_cd140b,activated_myeloid_cd44,Cortex,0.017449664429530203,0.02471882313714786,0.6312996694892619,,0.0,149.0,11.0,0.0
activated_m2_cd140b,activated_myeloid_cd44,Medulla,0.01702127659574468,0.027451809214642155,0.5949860022425522,,0.0,188.0,12.0,0.0
activated_m2_cd140b,endothelial,Cortex,0.12953020134228185,0.2082439983078207,0.616574312142578,,0.2727272727272727,149.0,11.0,0.09090909090909091
activated_m2_cd140b,endothelial,Medulla,0.11436170212765957,0.17119688469108454,0.6738647131381295,-0.740657870676904,0.16666666666666666,188.0,12.0,0.08333333333333333
activated_m2_cd140b,fibroblast,Cortex,0.045637583892617455,0.03228344247178967,1.2612915952299393,,0.2727272727272727,149.0,11.0,0.09090909090909091
activated_m2_cd140b,fibroblast,Medulla,0.06063829787234043,0.05139454345984908,1.2225369027942072,0.1779881338635719,0.0,188.0,12.0,0.0
activated_m2_cd140b,immune_cells,Cortex,0.03422818791946308,0.03224005705611661,0.8679601360355623,,0.09090909090909091,149.0,11.0,0.0
activated_m2_cd140b,immune_cells,Medulla,0.05478723404255319,0.042834725981064185,1.2687221090315932,0.2770664720493846,0.16666666666666666,188.0,12.0,0.0
activated_m2_cd140b,m2_macrophage,Cortex,0.02214765100671141,0.014358350833170882,1.2880872483221475,,0.2727272727272727,149.0,11.0,0.0
activated_m2_cd140b,m2_macrophage,Medulla,0.0526595744680851,0.025321126187724606,2.1097811773396193,0.8547467195822955,0.6666666666666666,188.0,12.0,0.08333333333333333
activated_m2_cd140b,myeloid,Cortex,0.010273972602739725,0.00837240132110662,0.997869101978691,,0.0,146.0,10.0,0.0
activated_m2_cd140b,myeloid,Medulla,0.027659574468085108,0.017999740903549413,1.400855434298716,,0.16666666666666666,188.0,12.0,0.08333333333333333
activated_m2_cd140b,neutrophil,Cortex,0.13557046979865772,0.1801914852588458,0.7592381956346198,-0.5703179975060212,0.2727272727272727,149.0,11.0,0.09090909090909091
activated_m2_cd140b,neutrophil,Medulla,0.1547872340425532,0.15912342846937444,0.9623718708235942,-0.12446295808446409,0.16666666666666666,188.0,12.0,0.0
activated_m2_cd44,activated_endothelial_cd140b,Cortex,0.050925925925925916,0.11747817711921668,0.4461566534117494,-1.2218548938236695,0.8333333333333334,972.0,12.0,0.6666666666666666
activated_m2_cd44,activated_endothelial_cd140b,Medulla,0.04779735682819383,0.08333982163774485,0.5831549634076275,-0.8295538275020765,0.6666666666666666,908.0,12.0,0.4166666666666667
activated_m2_cd44,activated_endothelial_cd44,Cortex,0.08909465020576131,0.10903029956021051,0.8116411592722423,-0.42693676222530463,0.08333333333333333,972.0,12.0,0.08333333333333333
activated_m2_cd44,activated_endothelial_cd44,Medulla,0.1259911894273128,0.15603827838306042,0.8039469986425017,-0.3255139562648767,0.5,908.0,12.0,0.08333333333333333
activated_m2_cd44,activated_fibroblast_cd140b,Cortex,0.02757201646090535,0.04286458131408769,0.6864971867238185,-0.6429902292367955,0.3333333333333333,972.0,12.0,0.16666666666666666
activated_m2_cd44,activated_fibroblast_cd140b,Medulla,0.037555066079295145,0.05264434306620901,0.7158740069900412,-0.532604986953579,0.5,908.0,12.0,0.0
activated_m2_cd44,activated_fibroblast_cd44,Cortex,0.08055555555555555,0.06520895194365164,1.237509207169249,0.261916375391875,0.5,972.0,12.0,0.25
activated_m2_cd44,activated_fibroblast_cd44,Medulla,0.07213656387665199,0.06559189210450263,1.1303634178013227,0.12916811954311985,0.16666666666666666,908.0,12.0,0.16666666666666666
activated_m2_cd44,activated_immune,Cortex,0.012757201646090535,0.012138865710140194,1.0311779233749672,-0.17692404645067605,0.25,972.0,12.0,0.08333333333333333
activated_m2_cd44,activated_immune,Medulla,0.01740088105726872,0.015760755024296934,1.1571569805335027,0.17667645888550848,0.0,908.0,12.0,0.0
activated_m2_cd44,activated_m2_cd140b,Cortex,0.019277108433734938,0.019320001456934317,0.9718559460870392,,0.0,913.0,11.0,0.0
activated_m2_cd44,activated_m2_cd140b,Medulla,0.019273127753303965,0.017691175479122228,0.9723261507938401,-0.17230353655685524,0.08333333333333333,908.0,12.0,0.08333333333333333
activated_m2_cd44,activated_m2_cd44,Cortex,0.2425925925925926,0.11626669048126456,2.0460670671913492,0.9716668024129388,0.8333333333333334,972.0,12.0,0.8333333333333334
activated_m2_cd44,activated_m2_cd44,Medulla,0.16288546255506606,0.09157049224566848,1.772202749387865,0.7752144572988792,0.75,908.0,12.0,0.75
activated_m2_cd44,activated_myeloid_cd140b,Cortex,0.00562429696287964,0.006167084379459078,0.9327345242558966,-0.3114710168073623,0.0,889.0,11.0,0.0
activated_m2_cd44,activated_myeloid_cd140b,Medulla,0.006938325991189426,0.0062284686449999745,0.9059695801628622,,0.08333333333333333,908.0,12.0,0.08333333333333333
activated_m2_cd44,activated_myeloid_cd44,Cortex,0.0522633744855967,0.03382942468415322,1.5481257325245175,0.5445603126170332,0.5833333333333334,972.0,12.0,0.5
activated_m2_cd44,activated_myeloid_cd44,Medulla,0.04878854625550661,0.0327987149365208,1.4717463601870107,0.5071923902680289,0.5833333333333334,908.0,12.0,0.16666666666666666
activated_m2_cd44,endothelial,Cortex,0.0888888888888889,0.1906701982492603,0.4897763488312585,-1.1052080220606306,0.8333333333333334,972.0,12.0,0.8333333333333334
activated_m2_cd44,endothelial,Medulla,0.10187224669603524,0.16104870802808974,0.6400800060412388,-0.6836639158656533,0.75,908.0,12.0,0.6666666666666666
activated_m2_cd44,fibroblast,Cortex,0.03199588477366255,0.04488738930587989,0.6552063463320092,-0.8274528168426443,0.3333333333333333,972.0,12.0,0.08333333333333333
activated_m2_cd44,fibroblast,Medulla,0.05583700440528635,0.06470935198276775,0.8663246509014115,-0.2695906038061849,0.25,908.0,12.0,0.08333333333333333
activated_m2_cd44,immune_cells,Cortex,0.03806584362139918,0.042561127742499254,0.8103484662887689,-0.5277158786409103,0.3333333333333333,972.0,12.0,0.0
activated_m2_cd44,immune_cells,Medulla,0.05682819383259912,0.05510208285007358,1.0422661016263672,0.04043610214093212,0.0,908.0,12.0,0.0
activated_m2_cd44,m2_macrophage,Cortex,0.015329218106995883,0.013223005147943289,1.1780585982678393,,0.16666666666666666,972.0,12.0,0.08333333333333333
activated_m2_cd44,m2_macrophage,Medulla,0.033700440528634364,0.02589671747492306,1.2381481843981308,0.19529210615199416,0.4166666666666667,908.0,12.0,0.08333333333333333
activated_m2_cd44,myeloid,Cortex,0.011004273504273503,0.010059737573302805,1.0511836928503595,-0.1047840769800122,0.0,936.0,11.0,0.0
activated_m2_cd44,myeloid,Medulla,0.020264317180616737,0.017526494246282824,1.150174199031937,0.17559795369789105,0.0,908.0,12.0,0.0
activated_m2_cd44,neutrophil,Cortex,0.2361111111111111,0.17836637751521997,1.3081655044324743,0.37069910803333495,0.5833333333333334,972.0,12.0,0.4166666666666667
activated_m2_cd44,neutrophil,Medulla,0.19273127753303962,0.15405270389573766,1.250062118460391,0.3136285372650285,0.5,908.0,12.0,0.4166666666666667
activated_myeloid_cd140b,activated_endothelial_cd140b,Cortex,0.09803921568627451,0.12189503343200352,0.8277018575013466,,0.18181818181818182,51.0,11.0,0.09090909090909091
activated_myeloid_cd140b,activated_endothelial_cd140b,Medulla,0.11343283582089553,0.08747998361733829,1.2963474044474514,,0.0,67.0,12.0,0.0
activated_myeloid_cd140b,activated_endothelial_cd44,Cortex,0.05294117647058824,0.11049246884269341,0.516488181992803,,0.18181818181818182,51.0,11.0,0.0
activated_myeloid_cd140b,activated_endothelial_cd44,Medulla,0.091044776119403,0.14872840357459727,0.5994735403936424,,0.08333333333333333,67.0,12.0,0.0
activated_myeloid_cd140b,activated_fibroblast_cd140b,Cortex,0.11372549019607844,0.0454737342384164,2.3923588732236385,,0.5454545454545454,51.0,11.0,0.18181818181818182
activated_myeloid_cd140b,activated_fibroblast_cd140b,Medulla,0.06567164179104479,0.055828697424812654,1.2006032812383651,,0.0,67.0,12.0,0.0
activated_myeloid_cd140b,activated_fibroblast_cd44,Cortex,0.04705882352941177,0.06374475686761924,0.712462547795674,,0.0,51.0,11.0,0.0
activated_myeloid_cd140b,activated_fibroblast_cd44,Medulla,0.05522388059701492,0.070857991971795,0.7852357113832047,,0.16666666666666666,67.0,12.0,0.0
activated_myeloid_cd140b,activated_immune,Cortex,0.0196078431372549,0.013519195738822898,2.1169338378626303,,0.18181818181818182,51.0,11.0,0.0
activated_myeloid_cd140b,activated_immune,Medulla,0.014925373134328358,0.013666561817686468,0.738068481123793,,0.16666666666666666,67.0,12.0,0.0
activated_myeloid_cd140b,activated_m2_cd140b,Cortex,0.05777777777777778,0.026638332075036006,1.9781457987655953,,0.1,45.0,10.0,0.0
activated_myeloid_cd140b,activated_m2_cd140b,Medulla,0.04776119402985075,0.03621363912536368,1.7754587032335614,,0.08333333333333333,67.0,12.0,0.08333333333333333
activated_myeloid_cd140b,activated_m2_cd44,Cortex,0.10588235294117648,0.10750074535959059,1.057992841406415,-0.07219622155574383,0.0,51.0,11.0,0.0
activated_myeloid_cd140b,activated_m2_cd44,Medulla,0.10597014925373134,0.08440969447253698,1.2925567046581543,,0.25,67.0,12.0,0.08333333333333333
activated_myeloid_cd140b,activated_myeloid_cd140b,Cortex,0.03529411764705882,0.007258793623367035,4.397611266728913,,0.18181818181818182,51.0,11.0,0.09090909090909091
activated_myeloid_cd140b,activated_myeloid_cd140b,Medulla,0.03731343283582089,0.012443048675527674,2.708649932157395,,0.16666666666666666,67.0,12.0,0.08333333333333333
activated_myeloid_cd140b,activated_myeloid_cd44,Cortex,0.04705882352941177,0.034945126336305705,1.3911395748512374,,0.09090909090909091,51.0,11.0,0.0
activated_myeloid_cd140b,activated_myeloid_cd44,Medulla,0.038805970149253737,0.031397341128179386,1.1155855215099744,,0.08333333333333333,67.0,12.0,0.0
activated_myeloid_cd140b,endothelial,Cortex,0.11764705882352941,0.18655705370554243,0.6092465003417652,,0.18181818181818182,51.0,11.0,0.09090909090909091
activated_myeloid_cd140b,endothelial,Medulla,0.09850746268656717,0.16002186969306476,0.6133903893675892,,0.16666666666666666,67.0,12.0,0.08333333333333333
activated_myeloid_cd140b,fibroblast,Cortex,0.07647058823529412,0.044138720751280766,1.4698422824384891,,0.18181818181818182,51.0,11.0,0.0
activated_myeloid_cd140b,fibroblast,Medulla,0.06567164179104477,0.054243183802369366,1.219700731538852,,0.08333333333333333,67.0,12.0,0.08333333333333333
activated_myeloid_cd140b,immune_cells,Cortex,0.05686274509803922,0.04281126540056713,1.383493392567189,,0.09090909090909091,51.0,11.0,0.0
activated_myeloid_cd140b,immune_cells,Medulla,0.055223880597014934,0.0467834063813727,1.0988848282719468,-0.27548693088066145,0.16666666666666666,67.0,12.0,0.08333333333333333
activated_myeloid_cd140b,m2_macrophage,Cortex,0.02549019607843138,0.013457592263258648,2.6847004814997892,,0.0,51.0,11.0,0.0
activated_myeloid_cd140b,m2_macrophage,Medulla,0.014925373134328358,0.024407761635006915,0.5206236402569646,,0.0,67.0,12.0,0.0
activated_myeloid_cd140b,myeloid,Cortex,0.022916666666666672,0.00974290333554042,2.6825892857142857,,0.1,48.0,10.0,0.0
activated_myeloid_cd140b,myeloid,Medulla,0.04029850746268657,0.018717015969569897,2.016040835021205,,0.3333333333333333,67.0,12.0,0.16666666666666666
activated_myeloid_cd140b,neutrophil,Cortex,0.13137254901960785,0.1755313114114624,0.7401603504639852,-0.6181783572113463,0.09090909090909091,51.0,11.0,0.0
activated_myeloid_cd140b,neutrophil,Medulla,0.15522388059701492,0.15480140071077902,0.9949018932210384,,0.0,67.0,12.0,0.0
activated_myeloid_cd44,activated_endothelial_cd140b,Cortex,0.06581920903954802,0.11547534329741772,0.5864908115666863,-0.8773465947137076,0.6666666666666666,354.0,12.0,0.5
activated_myeloid_cd44,activated_endothelial_cd140b,Medulla,0.04729344729344731,0.08367582209082833,0.5756657577475454,-0.8631841821845472,0.4166666666666667,351.0,12.0,0.16666666666666666
activated_myeloid_cd44,activated_endothelial_cd44,Cortex,0.08983050847457628,0.13440737977415934,0.6942779118493466,,0.5833333333333334,354.0,12.0,0.25
activated_myeloid_cd44,activated_endothelial_cd44,Medulla,0.13105413105413105,0.17109764947803105,0.7440547065238815,-0.5107228248483546,0.5,351.0,12.0,0.25
activated_myeloid_cd44,activated_fibroblast_cd140b,Cortex,0.0440677966101695,0.04855082736940434,0.8987749326644245,,0.16666666666666666,354.0,12.0,0.08333333333333333
activated_myeloid_cd44,activated_fibroblast_cd140b,Medulla,0.048717948717948725,0.05429650757847975,0.8881165701498797,-0.28734436354377707,0.08333333333333333,351.0,12.0,0.0
activated_myeloid_cd44,activated_fibroblast_cd44,Cortex,0.07401129943502825,0.06291669854551955,1.1587876271639415,0.15550000288009938,0.16666666666666666,354.0,12.0,0.0
activated_myeloid_cd44,activated_fibroblast_cd44,Medulla,0.0735042735042735,0.06263078048469475,1.188807855883894,0.19023930679855922,0.08333333333333333,351.0,12.0,0.0
activated_myeloid_cd44,activated_immune,Cortex,0.027966101694915254,0.01830760822275429,1.456571348333168,,0.16666666666666666,354.0,12.0,0.0
activated_myeloid_cd44,activated_immune,Medulla,0.022222222222222223,0.019053269764617513,1.172840612546495,,0.08333333333333333,351.0,12.0,0.0
activated_myeloid_cd44,activated_m2_cd140b,Cortex,0.008278145695364239,0.012195710753096129,0.965367752539154,,0.0,302.0,11.0,0.0
activated_myeloid_cd44,activated_m2_cd140b,Medulla,0.01111111111111111,0.014703533140606052,0.6634099800546773,,0.0,351.0,12.0,0.0
activated_myeloid_cd44,activated_m2_cd44,Cortex,0.14745762711864405,0.09288757286157323,1.641342650258795,0.6488458811908691,0.5833333333333334,354.0,12.0,0.3333333333333333
activated_myeloid_cd44,activated_m2_cd44,Medulla,0.12450142450142448,0.0848468181263843,1.4527504262546431,0.5074803769129718,0.5833333333333334,351.0,12.0,0.3333333333333333
activated_myeloid_cd44,activated_myeloid_cd140b,Cortex,0.007784431137724551,0.0053359324645257215,1.2268766039349872,,0.0,334.0,11.0,0.0
activated_myeloid_cd44,activated_myeloid_cd140b,Medulla,0.006552706552706553,0.005993224659794926,1.4546350254683587,,0.08333333333333333,351.0,12.0,0.0
activated_myeloid_cd44,activated_myeloid_cd44,Cortex,0.12542372881355934,0.04595625512296612,2.8842867043391984,1.3450283932525438,0.75,354.0,12.0,0.75
activated_myeloid_cd44,activated_myeloid_cd44,Medulla,0.0945868945868946,0.04353847223735447,2.1571773648651713,0.9423916484398794,0.5833333333333334,351.0,12.0,0.3333333333333333
activated_myeloid_cd44,endothelial,Cortex,0.09774011299435029,0.16000000426615632,0.6026584626620016,-0.8103826308891207,0.5833333333333334,354.0,12.0,0.25
activated_myeloid_cd44,endothelial,Medulla,0.0886039886039886,0.1415248448939614,0.6407626344623523,-0.7039200305783699,0.6666666666666666,351.0,12.0,0.16666666666666666
activated_myeloid_cd44,fibroblast,Cortex,0.05056497175141243,0.055314238918612535,0.9115132559161383,,0.08333333333333333,354.0,12.0,0.08333333333333333
activated_myeloid_cd44,fibroblast,Medulla,0.06096866096866097,0.06926552879786574,0.865424460130335,-0.28770272188915796,0.0,351.0,12.0,0.0
activated_myeloid_cd44,immune_cells,Cortex,0.0519774011299435,0.05523136216341846,0.9779727916934801,-0.09027086947289607,0.0,354.0,12.0,0.0
activated_myeloid_cd44,immune_cells,Medulla,0.061538461538461535,0.062436904689705565,1.005351119475778,-0.13245549611997806,0.16666666666666666,351.0,12.0,0.08333333333333333
activated_myeloid_cd44,m2_macrophage,Cortex,0.013841807909604521,0.013652469646505997,0.811854252058639,,0.0,354.0,12.0,0.0
activated_myeloid_cd44,m2_macrophage,Medulla,0.02108262108262108,0.024260881508929678,0.8527723854224499,,0.08333333333333333,351.0,12.0,0.0
activated_myeloid_cd44,myeloid,Cortex,0.016987179487179482,0.011975295485871049,1.4194546194546196,0.280622833289142,0.0,312.0,11.0,0.0
activated_myeloid_cd44,myeloid,Medulla,0.027065527065527065,0.019393490077741722,1.5391800516981677,0.4735033304971715,0.3333333333333333,351.0,12.0,0.0
activated_myeloid_cd44,neutrophil,Cortex,0.1819209039548023,0.17130702432513242,1.0644397372601377,0.058906508447399884,0.16666666666666666,354.0,12.0,0.08333333333333333
activated_myeloid_cd44,neutrophil,Medulla,0.1811965811965812,0.1432822724710048,1.2477362459539636,0.2593016983791741,0.4166666666666667,351.0,12.0,0.3333333333333333
endothelial,activated_endothelial_cd140b,Cortex,0.15404607206142942,0.11534124618153065,1.3238493297922447,0.39170323193179785,0.75,1693.0,12.0,0.5833333333333334
endothelial,activated_endothelial_cd140b,Medulla,0.12465923172242876,0.08305902590583462,1.4785403510077109,0.5503799439683993,0.8333333333333334,1614.0,12.0,0.6666666666666666
endothelial,activated_endothelial_cd44,Cortex,0.10998227997637332,0.11206612706842578,0.9491353697473643,-0.10398284963493609,0.5,1693.0,12.0,0.16666666666666666
endothelial,activated_endothelial_cd44,Medulla,0.15192069392812887,0.15062323115549928,0.9952680041584661,-0.01950496126783542,0.16666666666666666,1614.0,12.0,0.08333333333333333
endothelial,activated_fibroblast_cd140b,Cortex,0.03614884819846426,0.04177214315004565,0.8421902332389949,-0.2643258772670048,0.0,1693.0,12.0,0.0
endothelial,activated_fibroblast_cd140b,Medulla,0.04820322180916977,0.05085362352596195,0.9345827739381838,-0.10841338868382572,0.0,1614.0,12.0,0.0
endothelial,activated_fibroblast_cd44,Cortex,0.03916125221500296,0.06755918838246124,0.578306354220123,-0.8307527516070659,0.75,1693.0,12.0,0.6666666666666666
endothelial,activated_fibroblast_cd44,Medulla,0.04002478314745973,0.06997995982920671,0.611298832035398,-0.8393297451958374,0.75,1614.0,12.0,0.4166666666666667
endothelial,activated_immune,Cortex,0.008387477849970468,0.012798609456679797,0.640145274833076,-0.8062481298237152,0.16666666666666666,1693.0,12.0,0.08333333333333333
endothelial,activated_immune,Medulla,0.00885997521685254,0.014855896318388588,0.5394361904951234,-1.033032860715028,0.16666666666666666,1614.0,12.0,0.0
endothelial,activated_m2_cd140b,Cortex,0.012539783577339274,0.01975070384969146,0.806367432043613,-0.4640954993884193,0.18181818181818182,1571.0,11.0,0.09090909090909091
endothelial,activated_m2_cd140b,Medulla,0.014374225526641886,0.01994114889834194,0.8437661143307381,-0.33142287218740485,0.08333333333333333,1614.0,12.0,0.08333333333333333
endothelial,activated_m2_cd44,Cortex,0.05623154164205552,0.10946924553944534,0.5509818272433208,-0.9352580372283936,0.75,1693.0,12.0,0.6666666666666666
endothelial,activated_m2_cd44,Medulla,0.05985130111524164,0.09060237105917317,0.6552802730057181,-0.6524030150137273,0.75,1614.0,12.0,0.5833333333333334
endothelial,activated_myeloid_cd140b,Cortex,0.0037475345167652854,0.006255364719909707,0.6011179466307671,,0.09090909090909091,1521.0,11.0,0.0
endothelial,activated_myeloid_cd140b,Medulla,0.004089219330855019,0.006642791368919046,0.6652191524914572,-0.8345224329985963,0.08333333333333333,1614.0,12.0,0.0
endothelial,activated_myeloid_cd44,Cortex,0.02002362669816893,0.033455405499243564,0.637303723365788,-0.7092623244308324,0.5,1693.0,12.0,0.25
endothelial,activated_myeloid_cd44,Medulla,0.02007434944237918,0.030777707904448854,0.6390575996664175,-0.7248679423904829,0.4166666666666667,1614.0,12.0,0.16666666666666666
endothelial,endothelial,Cortex,0.32994683992911983,0.19031203070826813,1.6913079881393434,0.741040110468263,0.9166666666666666,1693.0,12.0,0.9166666666666666
endothelial,endothelial,Medulla,0.274907063197026,0.16563164576656272,1.6644851791453397,0.7116547175192157,1.0,1614.0,12.0,1.0
endothelial,fibroblast,Cortex,0.04229178972238629,0.04434023106373079,0.9955880124432688,-0.06369836067379464,0.08333333333333333,1693.0,12.0,0.0
endothelial,fibroblast,Medulla,0.060966542750929366,0.0631805504068997,0.9532501507108432,-0.0821109196808742,0.08333333333333333,1614.0,12.0,0.0
endothelial,immune_cells,Cortex,0.04689899586532782,0.04444601390218059,1.0550185545204158,0.05031365681445669,0.0,1693.0,12.0,0.0
endothelial,immune_cells,Medulla,0.051425030978934326,0.05264515759666796,0.9911443266241363,-0.05962330842603363,0.16666666666666666,1614.0,12.0,0.16666666666666666
endothelial,m2_macrophage,Cortex,0.011281748375664499,0.013541376999077611,0.8575656793530565,-0.3749341043394002,0.08333333333333333,1693.0,12.0,0.0
endothelial,m2_macrophage,Medulla,0.024659231722428746,0.027031920587727905,0.8934681419267949,-0.17515262998792358,0.0,1614.0,12.0,0.0
endothelial,myeloid,Cortex,0.008624999999999999,0.0095445089943151,0.889544642857143,-0.3369583699096892,0.0,1600.0,11.0,0.0
endothelial,myeloid,Medulla,0.012825278810408923,0.017739863906015584,0.7288396633058828,-0.5259052527372525,0.08333333333333333,1614.0,12.0,0.08333333333333333
endothelial,neutrophil,Cortex,0.12244536326048434,0.1819308806444501,0.6849500178862791,-0.6427099336325776,0.6666666666666666,1693.0,12.0,0.5
endothelial,neutrophil,Medulla,0.10315985130111523,0.15643510577035205,0.6632297744612994,-0.62701618845083,0.75,1614.0,12.0,0.75
fibroblast,activated_endothelial_cd140b,Cortex,0.09639065817409766,0.10929954929347026,0.8681935800363826,-0.24708176766149642,0.16666666666666666,471.0,12.0,0.0
fibroblast,activated_endothelial_cd140b,Medulla,0.07076023391812865,0.07984492731411855,0.8903327691457139,-0.27183464113699757,0.3333333333333333,684.0,12.0,0.16666666666666666
fibroblast,activated_endothelial_cd44,Cortex,0.10573248407643311,0.13709950447257352,0.7939380652167132,-0.35357112706713517,0.3333333333333333,471.0,12.0,0.16666666666666666
fibroblast,activated_endothelial_cd44,Medulla,0.11228070175438597,0.1655286803409035,0.6840134223834565,-0.6000094967828588,0.75,684.0,12.0,0.5
fibroblast,activated_fibroblast_cd140b,Cortex,0.06666666666666667,0.04776043609299794,1.3803479390469526,0.4365299847204757,0.4166666666666667,471.0,12.0,0.16666666666666666
fibroblast,activated_fibroblast_cd140b,Medulla,0.08011695906432749,0.05230689883553935,1.589531709989374,0.6320744799373025,0.6666666666666666,684.0,12.0,0.3333333333333333
fibroblast,activated_fibroblast_cd44,Cortex,0.060721868365180474,0.06334208346393808,0.9524708949880545,-0.09474876503127365,0.0,471.0,12.0,0.0
fibroblast,activated_fibroblast_cd44,Medulla,0.07002923976608187,0.06882786238476359,1.017212810447718,-0.06212749830991702,0.16666666666666666,684.0,12.0,0.16666666666666666
fibroblast,activated_immune,Cortex,0.015074309978768576,0.01676383036665617,0.9613285469512423,,0.0,471.0,12.0,0.0
fibroblast,activated_immune,Medulla,0.016812865497076022,0.016580632688901198,1.0451752729268209,-0.10647899537906323,0.0,684.0,12.0,0.0
fibroblast,activated_m2_cd140b,Cortex,0.016587677725118485,0.01139865622819114,1.3664499175264617,,0.2727272727272727,422.0,11.0,0.0
fibroblast,activated_m2_cd140b,Medulla,0.01695906432748538,0.014125985629315246,1.0770962243194762,-0.035801122640779,0.08333333333333333,684.0,12.0,0.08333333333333333
fibroblast,activated_m2_cd44,Cortex,0.07027600849256899,0.0926338479942999,0.7693113238172714,-0.4586388455286233,0.4166666666666667,471.0,12.0,0.16666666666666666
fibroblast,activated_m2_cd44,Medulla,0.07441520467836257,0.08590071871396655,0.8850939565609695,-0.22442327235367024,0.25,684.0,12.0,0.08333333333333333
fibroblast,activated_myeloid_cd140b,Cortex,0.00936768149882904,0.005271837841487867,1.784366287498606,,0.18181818181818182,427.0,11.0,0.0
fibroblast,activated_myeloid_cd140b,Medulla,0.006725146198830409,0.0053132943198227305,1.0853535353535355,,0.16666666666666666,684.0,12.0,0.08333333333333333
fibroblast,activated_myeloid_cd44,Cortex,0.04055201698513801,0.04157375918723744,0.9978999307561117,,0.08333333333333333,471.0,12.0,0.08333333333333333
fibroblast,activated_myeloid_cd44,Medulla,0.02880116959064327,0.03554415293574689,0.771921966463509,-0.4463991703548944,0.08333333333333333,684.0,12.0,0.0
fibroblast,endothelial,Cortex,0.1494692144373673,0.15938006622270962,0.9135236257928232,-0.15814840213443365,0.3333333333333333,471.0,12.0,0.16666666666666666
fibroblast,endothelial,Medulla,0.13903508771929826,0.1490839303461054,0.9253073342186305,-0.12020039034608927,0.0,684.0,12.0,0.0
fibroblast,fibroblast,Cortex,0.0881104033970276,0.05826822120571978,1.611818958376508,0.6367976525650024,0.6666666666666666,471.0,12.0,0.3333333333333333
fibroblast,fibroblast,Medulla,0.13947368421052633,0.0702695902561099,1.9576069196389614,0.8841136824746434,0.75,684.0,12.0,0.5
fibroblast,immune_cells,Cortex,0.0624203821656051,0.055476327327524465,1.1605455169126202,0.1563684177807319,0.08333333333333333,471.0,12.0,0.08333333333333333
fibroblast,immune_cells,Medulla,0.062280701754385964,0.05829790890708205,1.0452482988676624,-0.06070856333407116,0.25,684.0,12.0,0.08333333333333333
fibroblast,m2_macrophage,Cortex,0.01464968152866242,0.01629800695314388,0.9532966442061607,,0.0,471.0,12.0,0.0
fibroblast,m2_macrophage,Medulla,0.028070175438596492,0.028818136128698758,0.9915987694301279,-0.12897452606741577,0.08333333333333333,684.0,12.0,0.08333333333333333
fibroblast,myeloid,Cortex,0.014047619047619048,0.012915707538922492,1.028520408163265,,0.0,420.0,11.0,0.0
fibroblast,myeloid,Medulla,0.01915204678362573,0.019643242394846227,1.0310996226842908,-0.16306239003651649,0.16666666666666666,684.0,12.0,0.08333333333333333
fibroblast,neutrophil,Cortex,0.19405520169851379,0.17559501529030339,1.1114630682232463,0.0965358183077158,0.4166666666666667,471.0,12.0,0.16666666666666666
fibroblast,neutrophil,Medulla,0.13508771929824562,0.14991403880408002,0.9145026671939691,-0.15591559167544358,0.25,684.0,12.0,0.16666666666666666
immune_cells,activated_endothelial_cd140b,Cortex,0.09234042553191489,0.10967867145845184,0.8717626678361607,-0.2525162114881308,0.25,470.0,12.0,0.16666666666666666
immune_cells,activated_endothelial_cd140b,Medulla,0.08020833333333334,0.08193580092808493,1.0130327846532092,-0.026462036836044183,0.16666666666666666,576.0,12.0,0.0
immune_cells,activated_endothelial_cd44,Cortex,0.10723404255319151,0.13859291074529814,0.7533203443052904,-0.4563212755398536,0.4166666666666667,470.0,12.0,0.16666666666666666
immune_cells,activated_endothelial_cd44,Medulla,0.10642361111111111,0.16686457137653196,0.621069680348932,-0.8011561922471169,0.75,576.0,12.0,0.5833333333333334
immune_cells,activated_fibroblast_cd140b,Cortex,0.056170212765957454,0.04693759410901534,1.1816470751015835,0.19855650425590768,0.08333333333333333,470.0,12.0,0.0
immune_cells,activated_fibroblast_cd140b,Medulla,0.05850694444444445,0.05339233489794718,1.0606321657853792,-0.03262619504555497,0.16666666666666666,576.0,12.0,0.0
immune_cells,activated_fibroblast_cd44,Cortex,0.05893617021276596,0.06700635584969858,0.8679718291498757,-0.30845035223312883,0.08333333333333333,470.0,12.0,0.0
immune_cells,activated_fibroblast_cd44,Medulla,0.04131944444444445,0.06633814548004041,0.7314491979612504,-0.8533495343518487,0.16666666666666666,576.0,12.0,0.16666666666666666
immune_cells,activated_immune,Cortex,0.01978723404255319,0.017438796683979876,1.219636493716561,,0.16666666666666666,470.0,12.0,0.08333333333333333
immune_cells,activated_immune,Medulla,0.020833333333333332,0.017243281334714703,1.2514575928224827,0.22439448948380653,0.08333333333333333,576.0,12.0,0.08333333333333333
immune_cells,activated_m2_cd140b,Cortex,0.012289156626506025,0.011575345786412948,1.2104643116840657,,0.0,415.0,11.0,0.0
