mean_neighbor_lineage_immune,mean_self_lineage_immune,mean_neighbor_lineage_endothelial,mean_self_lineage_endothelial,mean_neighbor_lineage_stromal,mean_self_lineage_stromal,n_superpixels,roi_id,composite_label,timepoint,region
0.5647613950636706,0.6096714062285837,0.3709399858545427,0.33118712232027114,0.1795542355125584,0.09411964504387149,5,roi_IMC_241218_Alun_ROI_D1_M1_01_9,activated_m2_macrophage_cd140b_cd44,D1,Medulla
0.45192467532952507,0.60678242695433,0.10355857259812296,0.09859251991448242,0.34951543789474754,0.28781998263391856,8,roi_IMC_241218_Alun_ROI_D1_M1_01_9,activated_non_myeloid_immune_cd44,D1,Medulla
0.3570646243274518,0.4017953722920916,0.3062750611593841,0.177891651141209,0.3778897714558201,0.3010494393968914,10,roi_IMC_241218_Alun_ROI_D1_M1_01_9,activated_non_myeloid_immune_cd140b_cd44,D1,Medulla
0.6113949999896775,0.8998510686336912,0.314256589141427,0.21922727830166933,0.27079020501769985,0.1885205108755221,3,roi_IMC_241218_Alun_ROI_D1_M1_01_9,activated_myeloid_cd44,D1,Medulla
0.5842491798108032,0.7050109312510182,0.4116364428303508,0.5293224383024947,0.428769905201959,0.12650271936944293,4,roi_IMC_241218_Alun_ROI_D1_M1_01_9,activated_m2_macrophage_cd44,D1,Medulla
0.46111648767819924,0.45324471989154935,0.4337449062570575,0.34120630981051825,0.6866818812127443,0.9995674639097811,4,roi_IMC_241218_Alun_ROI_D1_M1_01_9,activated_neutrophil_cd44,D1,Medulla
0.5013997837697549,0.3633434046837175,0.11497982583517335,0.017189443531414536,0.8469024211202767,0.9978701297523578,2,roi_IMC_241218_Alun_ROI_D1_M1_01_9,neutrophil,D1,Medulla
0.5813137311421095,0.7007648624057196,0.47077884948661813,0.5631586197636957,0.5371188448609118,0.6913883074829262,1031,roi_IMC_241218_Alun_ROI_D1_M1_02_10,mixed,D1,Cortex
0.6694787857365939,0.8562132619980007,0.33000507285923153,0.1695807686391073,0.2508188575375099,0.054927763085631645,27,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_m2_macrophage_cd140b,D1,Cortex
0.700149845472459,0.9346092054440787,0.30306963728368985,0.15844314021891143,0.2533414528226254,0.06498760634761364,29,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_non_myeloid_immune_cd140b,D1,Cortex
0.18358369492587256,0.04966090147601733,0.4005208589446643,0.6084162983353526,0.26805237121390973,0.06810194426607236,66,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_endothelial_cd44,D1,Cortex
0.1944744371874981,0.0376834372598215,0.2874204479236956,0.06806218579700936,0.2211456181546331,0.028765805050491637,390,roi_IMC_241218_Alun_ROI_D1_M1_02_10,unassigned,D1,Cortex
0.23208672688342666,0.05058259227919722,0.4130884585663597,0.5626872274598579,0.22475875210462157,0.03813685379108377,71,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_endothelial_cd140b,D1,Cortex
0.2412572234740843,0.04265582421640917,0.46991444236046054,0.6460855873333597,0.2783815515973233,0.07954923525420161,81,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_endothelial_cd140b_cd44,D1,Cortex
0.48392391204148266,0.6599381530553784,0.41802525562465287,0.2851235204653754,0.4088095924344737,0.30251661183839124,12,roi_IMC_241218_Alun_ROI_D1_M1_02_10,neutrophil,D1,Cortex
0.21568098899906096,0.03977618526774518,0.4340111929436403,0.5742436131500405,0.22095616334343898,0.03426040263345571,254,roi_IMC_241218_Alun_ROI_D1_M1_02_10,endothelial,D1,Cortex
0.6257472906772219,0.92079425269667,0.2974639897810073,0.13945559310117192,0.2569327719186314,0.06887316127206117,59,roi_IMC_241218_Alun_ROI_D1_M1_02_10,non_myeloid_immune,D1,Cortex
0.21887857144242343,0.04082567081823338,0.3600008280296132,0.19603738722514605,0.6179328182709435,0.9130008586004904,96,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_stromal_cd140b_cd44,D1,Cortex
0.22863052117565014,0.0805828749384128,0.326362771134753,0.1212488483333828,0.5460275138564606,0.8187593341416955,49,roi_IMC_241218_Alun_ROI_D1_M1_02_10,stromal,D1,Cortex
0.6075764936716814,0.798999697106242,0.27519080772785914,0.12704863113162637,0.32230855500755645,0.222063465145682,26,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_non_myeloid_immune_cd44,D1,Cortex
0.6030656758792594,0.7370381206687252,0.3459540539366652,0.22689865656745062,0.3658017978858211,0.1404125646443696,20,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_non_myeloid_immune_cd140b_cd44,D1,Cortex
0.5025644120168098,0.7006279762079103,0.2528939128386735,0.10893732247596628,0.24696467282218787,0.1856562176395123,7,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_m2_macrophage_cd44,D1,Cortex
0.6535806653019808,0.8225983103048102,0.32453371268139597,0.18834628635313305,0.25087519683811643,0.03599744191007806,47,roi_IMC_241218_Alun_ROI_D1_M1_02_10,m2_macrophage,D1,Cortex
0.17025178347443504,0.036734471389111394,0.32685185328777555,0.15996018665031497,0.5624579795801392,0.8248664469349853,64,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_stromal_cd44,D1,Cortex
0.5533482726363742,0.8004347609942147,0.37434699507969693,0.3591884836708709,0.2828579268079122,0.06323306186495019,3,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_myeloid_cd140b,D1,Cortex
0.6792533375438075,0.991437066258357,0.23343616038044854,0.18087878157956766,0.23359608540103904,0.13922476787159785,7,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_neutrophil_cd140b,D1,Cortex
0.6758053330326447,0.8820763741234738,0.3720346958740717,0.3567510924534755,0.3718296808924476,0.13513932052498667,11,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_m2_macrophage_cd140b_cd44,D1,Cortex
0.5991962157849098,0.9999999753105036,0.5813927175553273,0.27150675655842776,0.33471679746497596,0.00016203880109234113,2,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_myeloid_cd140b_cd44,D1,Cortex
0.255166167989482,0.040963015169411365,0.3303368441726152,0.09456327869568878,0.5160581995401118,0.7597877164283872,18,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_stromal_cd140b,D1,Cortex
0.6586201327716592,0.8484923925512582,0.4020048687563541,0.07433412614362307,0.4942084529182722,0.2617265925957385,5,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_neutrophil_cd140b_cd44,D1,Cortex
0.6918263152121084,0.768452238692313,0.23410926883983818,0.07937096105266135,0.14427809362461055,0.048484065024768784,3,roi_IMC_241218_Alun_ROI_D1_M1_02_10,myeloid,D1,Cortex
0.4994867585296069,0.6216150550512723,0.5243596967373827,0.28278366414392014,0.23380762311615094,0.04470515220749232,1,roi_IMC_241218_Alun_ROI_D1_M1_02_10,activated_neutrophil_cd44,D1,Cortex
0.19555556426973836,0.05273183465686333,0.48864945676395977,0.6479616182777729,0.2259437511937836,0.043230417147643196,87,roi_IMC_241218_Alun_ROI_D1_M1_03_11,activated_endothelial_cd140b_cd44,D1,Cortex
0.19807644024965299,0.04439136538142853,0.22189837059091674,0.049529264286636975,0.2014313891952545,0.032570492269144914,567,roi_IMC_241218_Alun_ROI_D1_M1_03_11,unassigned,D1,Cortex
0.6365329979154428,0.7818429695514437,0.545740848383712,0.668112468016326,0.6024745255257615,0.7596911333146452,957,roi_IMC_241218_Alun_ROI_D1_M1_03_11,mixed,D1,Cortex
0.27509943319163926,0.058632697013709115,0.42051585250379536,0.5101775559542844,0.27403220223464786,0.04841772927394959,42,roi_IMC_241218_Alun_ROI_D1_M1_03_11,activated_endothelial_cd44,D1,Cortex
0.5263492031788102,0.8606994164643043,0.5344937457311378,0.41396026861018004,0.3790314074111308,0.10152913406283084,5,roi_IMC_241218_Alun_ROI_D1_M1_03_11,m2_macrophage,D1,Cortex
0.20205173469662924,0.05751653438698231,0.45177496138434187,0.589727614577685,0.20601941827933606,0.045169247737289295,112,roi_IMC_241218_Alun_ROI_D1_M1_03_11,endothelial,D1,Cortex
0.17229995070229148,0.05211880035191255,0.5068772059451253,0.7085632105040522,0.16630714895841653,0.030043106752123145,116,roi_IMC_241218_Alun_ROI_D1_M1_03_11,activated_endothelial_cd140b,D1,Cortex
0.5564033150481226,0.7326375265700255,0.20080887851112217,0.07827641932682765,0.2580417457664705,0.08663265640121762,77,roi_IMC_241218_Alun_ROI_D1_M1_03_11,non_myeloid_immune,D1,Cortex
