k,scale_um,region,timepoint,category,enrichment_score,log2_enrichment,n_focal_cells,n_rois,n_mice_effective,below_min_support,insufficient_support,mouse_values
20,20.0,Pooled,D1,stromal,1.2474247841879391,0.3189528281873834,197,6,2,False,False,"[0.48541150675528194, 0.15249414961948488]"
20,20.0,Pooled,D3,endothelial,1.1589091538835419,0.21276747887368241,392,6,2,False,False,"[0.19046533196600088, 0.23506962578136395]"
20,20.0,Pooled,D3,endothelial+immune,1.3158102910430547,0.39595150130686074,283,6,2,False,False,"[0.5140201079013329, 0.2778828947123886]"
20,20.0,Pooled,D3,endothelial+immune+stromal,1.0299418132089602,0.04256283433460843,1293,6,2,False,False,"[0.051456507167423636, 0.03366916150179323]"
20,20.0,Pooled,D3,endothelial+stromal,1.3609559925860282,0.44462041709585876,283,6,2,False,False,"[0.5153140944675618, 0.37392673972415563]"
20,20.0,Pooled,D3,immune,1.589897620028035,0.6689338675012413,127,6,2,False,False,"[0.665007646841475, 0.6728600881610076]"
20,20.0,Pooled,D3,immune+stromal,1.4582649530861047,0.5442528676593515,226,6,2,False,False,"[0.44831483740531536, 0.6401908979133878]"
20,20.0,Pooled,D3,none,1.0462268057184818,0.06519563936262907,615,6,2,False,False,"[0.12327676752833798, 0.007114511196920144]"
20,20.0,Pooled,D3,stromal,1.3176496066915933,0.3979667755842833,152,6,2,False,False,"[0.6692105449156759, 0.12672300625289065]"
20,20.0,Pooled,D7,endothelial,1.809379720774878,0.8554952071804213,403,6,2,False,False,"[0.5976729954133282, 1.1133174189475143]"
20,20.0,Pooled,D7,endothelial+immune,1.9090894920976604,0.9328847333229485,341,6,2,False,False,"[0.9816059704277328, 0.8841634962181643]"
20,20.0,Pooled,D7,endothelial+immune+stromal,1.171551803285425,0.22842074821780217,1608,6,2,False,False,"[0.13919429124703905, 0.31764720518856526]"
20,20.0,Pooled,D7,endothelial+stromal,2.4146532734206896,1.2718160434590535,225,6,2,False,False,"[1.1897474510111878, 1.3538846359069192]"
20,20.0,Pooled,D7,immune,1.0518798258466022,0.07296989041106772,147,6,2,False,False,"[-0.7103445357963648, 0.8562843166185002]"
20,20.0,Pooled,D7,immune+stromal,1.8060439398899433,0.8528329930901835,372,6,2,False,False,"[0.9036870928467557, 0.8019788933336112]"
20,20.0,Pooled,D7,none,1.3874849858116436,0.47247215992236,430,6,2,False,False,"[0.35176619766395695, 0.5931781221807632]"
20,20.0,Pooled,D7,stromal,2.7700000012874293,1.4698859769449935,75,6,2,False,False,"[1.6316239394852825, 1.3081480144047042]"
20,20.0,Pooled,Sham,endothelial,1.1236872794676716,0.16824059148945553,442,6,2,False,False,"[0.11161476032466844, 0.22486642265424264]"
20,20.0,Pooled,Sham,endothelial+immune,1.1055096457045381,0.1447116128966935,246,6,2,False,False,"[0.22709860925315764, 0.06232461654022931]"
20,20.0,Pooled,Sham,endothelial+immune+stromal,1.181343725545241,0.24042879453179553,863,6,2,False,False,"[0.2706578035365456, 0.21019978552704544]"
20,20.0,Pooled,Sham,endothelial+stromal,1.2528606992703386,0.32522601590166206,257,6,2,False,False,"[0.40513954703086363, 0.2453124847724605]"
20,20.0,Pooled,Sham,immune,1.3124157297663177,0.3922247902824929,215,6,2,False,False,"[0.33144734833491246, 0.45300223223007335]"
20,20.0,Pooled,Sham,immune+stromal,1.2490730778745687,0.32085788527499626,254,6,2,False,False,"[0.287990768176873, 0.35372500237311955]"
20,20.0,Pooled,Sham,none,1.1175451345765186,0.16033309907282717,1032,6,2,False,False,"[0.21042651593308684, 0.11023968221256748]"
20,20.0,Pooled,Sham,stromal,1.3028086849410003,0.38162524234687445,192,6,2,False,False,"[0.6134925334768666, 0.14975795121688226]"
20,40.0,Cortex,D1,endothelial,1.0902205093871393,0.12461996585051305,31,3,2,False,False,"[-0.07856472952300551, 0.3278046612240316]"
20,40.0,Cortex,D1,endothelial+immune,,,14,3,2,True,False,"[0.24586370589354, 1.4279413325094814]"
20,40.0,Cortex,D1,endothelial+immune+stromal,1.010719866519803,0.015383191914832114,154,3,2,False,False,"[0.0694058175944231, -0.038639433764758875]"
20,40.0,Cortex,D1,endothelial+stromal,1.3149644692735631,0.3950238180001985,30,3,2,False,False,"[0.32241314838711815, 0.46763448761327875]"
20,40.0,Cortex,D1,immune,,,6,3,1,True,True,[0.4506614090095652]
20,40.0,Cortex,D1,immune+stromal,,,7,2,2,True,False,"[-0.671674133914487, -0.3794135895481226]"
20,40.0,Cortex,D1,none,0.9240921465731678,-0.11389137660550425,95,3,2,False,False,"[-0.1338738503003746, -0.09390890291063388]"
20,40.0,Cortex,D1,stromal,,,12,3,2,True,False,"[0.20576961716724723, -0.023269779322847028]"
20,40.0,Cortex,D3,endothelial,0.7668836021975162,-0.38292047319010086,28,3,2,False,False,"[-0.8771432522144663, 0.11130230583426462]"
20,40.0,Cortex,D3,endothelial+immune,0.7672904064962851,-0.3821553780250473,26,3,2,False,False,"[-0.36257007938470825, -0.40174067666538626]"
20,40.0,Cortex,D3,endothelial+immune+stromal,1.009254354863835,0.01328981196274197,163,3,2,False,False,"[0.02849078957537298, -0.0019111656498890413]"
20,40.0,Cortex,D3,endothelial+stromal,,,21,3,1,False,True,[-0.11816557817278328]
20,40.0,Cortex,D3,immune,,,13,3,2,True,False,"[-0.5145731728297581, -0.6126374591640047]"
20,40.0,Cortex,D3,immune+stromal,,,11,3,2,True,False,"[0.29278174922784594, 0.7681843247769263]"
20,40.0,Cortex,D3,none,1.0716474027341236,0.09983030318067543,77,3,2,False,False,"[0.2500953501262957, -0.05043474376494482]"
20,40.0,Cortex,D3,stromal,,,12,3,1,True,True,[0.7541889708986806]
20,40.0,Cortex,D7,endothelial,1.072765348075818,0.10133454190146671,41,3,2,False,False,"[0.32846229792513476, -0.12579321412220135]"
20,40.0,Cortex,D7,endothelial+immune,,,8,3,1,True,True,[-0.023269779322847028]
20,40.0,Cortex,D7,endothelial+immune+stromal,1.0253915976988481,0.03617498111206619,167,3,2,False,False,"[0.07303192633084613, -0.0006819641067137483]"
20,40.0,Cortex,D7,endothelial+stromal,1.7215745080317195,0.7837286206648737,22,3,2,False,False,"[-0.13865770096469315, 1.7061149422944406]"
20,40.0,Cortex,D7,immune,,,9,3,2,True,False,"[1.2055489111730333, 0.4025857582325873]"
20,40.0,Cortex,D7,immune+stromal,1.38799605117296,0.47300346347720296,68,3,2,False,False,"[0.5575010104246868, 0.3885059165297191]"
20,40.0,Cortex,D7,none,1.167322844533653,0.22320361999440327,60,3,2,False,False,"[-0.06720983063252456, 0.5136170706213311]"
20,40.0,Cortex,D7,stromal,,,4,2,0,True,True,[]
20,40.0,Cortex,Sham,endothelial,1.0151503520506304,0.021693418143267775,38,3,2,False,False,"[0.07324898203063876, -0.02986214574410321]"
20,40.0,Cortex,Sham,endothelial+immune,,,17,3,2,True,False,"[0.014885172681878833, 0.5733745264459443]"
20,40.0,Cortex,Sham,endothelial+immune+stromal,0.9575848533590925,-0.06252776231829585,123,3,2,False,False,"[-0.02572309050855183, -0.09933243412803985]"
20,40.0,Cortex,Sham,endothelial+stromal,,,16,3,2,True,False,"[-0.5061853873370391, 0.09169983413681018]"
20,40.0,Cortex,Sham,immune,,,13,3,2,True,False,"[-1.061400544664143, -1.5376567859427994]"
20,40.0,Cortex,Sham,immune+stromal,,,18,3,2,True,False,"[0.16707663913328186, 0.46234321405720047]"
20,40.0,Cortex,Sham,none,1.0608989554124804,0.08528725430423748,106,3,2,False,False,"[-0.05579619584222903, 0.22637070445070398]"
20,40.0,Cortex,Sham,stromal,,,9,1,1,True,True,[0.27117479442272735]
20,40.0,Medulla,D1,endothelial,,,25,3,1,False,True,[0.4682821131570118]
20,40.0,Medulla,D1,endothelial+immune,,,17,3,2,True,False,"[0.05204674776959529, -0.06146190953966174]"
20,40.0,Medulla,D1,endothelial+immune+stromal,1.1672726125788269,0.22314153695392422,123,3,2,False,False,"[0.2592136291528839, 0.18706944475496456]"
20,40.0,Medulla,D1,endothelial+stromal,1.004320720288859,0.006220053833213585,35,3,2,False,False,"[0.40756425234540394, -0.3951241446789768]"
20,40.0,Medulla,D1,immune,,,4,2,2,True,False,"[1.6667565918848035, 1.6667565918848035]"
20,40.0,Medulla,D1,immune+stromal,,,18,3,2,True,False,"[-0.163318406672884, 0.5748341024437643]"
20,40.0,Medulla,D1,none,1.123542431899925,0.16805461061984958,127,3,2,False,False,"[0.18317523351867193, 0.15293398772102723]"
20,40.0,Medulla,D1,stromal,1.3042929232292104,0.38326791207829314,24,3,2,False,False,"[0.5464623581670918, 0.2200734659894945]"
20,40.0,Medulla,D3,endothelial,1.120595265166402,0.16426530189689065,30,3,2,False,False,"[-0.33831986770978895, 0.6668504715035702]"
20,40.0,Medulla,D3,endothelial+immune,,,16,3,2,True,False,"[0.23878685958711676, -0.2566366346356432]"
20,40.0,Medulla,D3,endothelial+immune+stromal,0.988430265830834,-0.01678890808191314,154,3,2,False,False,"[-0.026750311032393722, -0.006827505131432561]"
20,40.0,Medulla,D3,endothelial+stromal,0.8247423921435477,-0.2779845302116137,30,3,2,False,False,"[-0.054219927951052835, -0.5017491324721746]"
20,40.0,Medulla,D3,immune,,,4,3,1,True,True,[1.560714954474479]
20,40.0,Medulla,D3,immune+stromal,,,15,3,1,True,True,[-0.12091949065965213]
20,40.0,Medulla,D3,none,0.9343972183020073,-0.09789211556227552,80,3,2,False,False,"[0.18328238157279494, -0.379066612697346]"
20,40.0,Medulla,D3,stromal,,,31,2,1,False,True,[0.6623339858285502]
20,40.0,Medulla,D7,endothelial,1.214834376672359,0.2807596387357435,69,3,2,False,False,"[0.047386229053617654, 0.5141330484178693]"
20,40.0,Medulla,D7,endothelial+immune,2.4130762566737713,1.2708735075083881,33,3,2,False,False,"[0.932885804141463, 1.608861210875313]"
20,40.0,Medulla,D7,endothelial+immune+stromal,1.082615435306402,0.11452086242554241,123,3,2,False,False,"[-0.08600251789722148, 0.3150442427483063]"
20,40.0,Medulla,D7,endothelial+stromal,1.4576850916656983,0.5436790833394478,45,3,2,False,False,"[0.8517490414160576, 0.23560912526283795]"
20,40.0,Medulla,D7,immune,,,19,3,1,True,True,[1.7306906766017955]
20,40.0,Medulla,D7,immune+stromal,0.7536072840473623,-0.4081151853928486,24,3,2,False,False,"[-0.9213901653036335, 0.10515979451793636]"
20,40.0,Medulla,D7,none,1.107359371306053,0.14712349588961338,64,3,2,False,False,"[-0.1303080223457309, 0.42455501412495766]"
20,40.0,Medulla,D7,stromal,1.6608471783909748,0.731919330903787,31,3,2,False,False,"[1.011972641666076, 0.45186602014149824]"
20,40.0,Medulla,Sham,endothelial,,,34,2,1,False,True,[-0.11276587619982445]
20,40.0,Medulla,Sham,endothelial+immune,,,11,3,1,True,True,[0.07278841214280854]
20,40.0,Medulla,Sham,endothelial+immune+stromal,1.1960505383633797,0.2582783509957064,100,3,2,False,False,"[0.390865753661604, 0.1256909483298088]"
20,40.0,Medulla,Sham,endothelial+stromal,0.8108407088353198,-0.3025095727321435,23,3,2,False,False,"[-0.9643760902692787, 0.35935694480499175]"
20,40.0,Medulla,Sham,immune,,,16,3,2,True,False,"[0.6205864104518775, 1.8300749985576876]"
20,40.0,Medulla,Sham,immune+stromal,1.3735254306384923,0.4578836219655671,20,3,2,False,False,"[0.6730538303460132, 0.24271341358512094]"
20,40.0,Medulla,Sham,none,1.0972309797653546,0.13386726164341212,161,3,2,False,False,"[0.2407383396353337, 0.026996183651490563]"
20,40.0,Medulla,Sham,stromal,0.9165560350670809,-0.12570501003910484,26,3,2,False,False,"[1.135159583281636, -1.3865696033598456]"
20,40.0,Pooled,D1,endothelial,1.1261865165148437,0.17144578316150644,56,6,2,False,False,"[-0.07856472952300551, 0.4214562958460184]"
20,40.0,Pooled,D1,endothelial+immune,1.2243198713568664,0.2919805323208101,31,6,2,False,False,"[0.14895522683156764, 0.4350058378100526]"
20,40.0,Pooled,D1,endothelial+immune+stromal,1.0884341443759717,0.12225412001448338,277,6,2,False,False,"[0.13267508811391002, 0.11183315191505676]"
20,40.0,Pooled,D1,endothelial+stromal,1.087962973139261,0.1216294578958276,65,6,2,False,False,"[0.3507968497065468, -0.10753793391489157]"
20,40.0,Pooled,D1,immune,,,10,5,2,True,False,"[1.6667565918848035, 1.0587090004471844]"
20,40.0,Pooled,D1,immune+stromal,0.8950914501936482,-0.15989300692293235,25,5,2,False,False,"[-0.4174962702936855, 0.09771025644782086]"
20,40.0,Pooled,D1,none,1.0148250952910962,0.021231100908223888,222,6,2,False,False,"[-0.02819082236069242, 0.0706530241771402]"
20,40.0,Pooled,D1,stromal,1.1557808358796013,0.20886785375025957,36,6,2,False,False,"[0.3193338641671954, 0.09840184333332375]"
20,40.0,Pooled,D3,endothelial,0.9261249029925485,-0.11072131741032415,58,6,2,False,False,"[-0.5179276625446815, 0.2964850277240332]"
20,40.0,Pooled,D3,endothelial+immune,0.8732458988574825,-0.1955401327746552,42,6,2,False,False,"[-0.061891609898795746, -0.3291886556505147]"
20,40.0,Pooled,D3,endothelial+immune+stromal,0.9958889072786307,-0.005943278153437518,317,6,2,False,False,"[-0.008336610829804822, -0.003549945477070214]"
20,40.0,Pooled,D3,endothelial+stromal,0.9011734121016308,-0.15012334544514994,51,6,2,False,False,"[-0.054219927951052835, -0.24602676293924705]"
20,40.0,Pooled,D3,immune,,,17,6,2,True,False,"[0.5230708908223605, -0.6126374591640047]"
20,40.0,Pooled,D3,immune+stromal,1.3127412902256388,0.39258262370655345,26,6,2,False,False,"[0.016980922636180562, 0.7681843247769263]"
20,40.0,Pooled,D3,none,1.0159203773745422,0.022787335507441678,157,6,2,False,False,"[0.20555337109062854, -0.1599787000757452]"
20,40.0,Pooled,D3,stromal,1.6338340763607502,0.7082614783636154,43,5,2,False,False,"[0.6623339858285502, 0.7541889708986806]"
20,40.0,Pooled,D7,endothelial,1.203968197840584,0.2677972846029041,110,6,2,False,False,"[0.2347702749679624, 0.3008242942378458]"
20,40.0,Pooled,D7,endothelial+immune,2.0446226553633675,1.0318346116423105,41,6,2,False,False,"[0.454808012409308, 1.608861210875313]"
20,40.0,Pooled,D7,endothelial+immune+stromal,1.0829084709582684,0.1149113093590616,290,6,2,False,False,"[0.020020444921490257, 0.20980217379663293]"
20,40.0,Pooled,D7,endothelial+stromal,1.3742341171561867,0.45862780538446457,67,6,2,False,False,"[0.1914778798288904, 0.7257777309400387]"
20,40.0,Pooled,D7,immune,2.3730935497621615,1.2467689741592132,28,6,2,False,False,"[1.2055489111730333, 1.2879890371453928]"
20,40.0,Pooled,D7,immune+stromal,1.0958671347625775,0.13207289351855533,92,6,2,False,False,"[0.06453728518191337, 0.19960850185519727]"
20,40.0,Pooled,D7,none,1.1352420254584652,0.18299990254341103,124,6,2,False,False,"[-0.08824256120359335, 0.4542423662904154]"
20,40.0,Pooled,D7,stromal,1.6608471783909748,0.731919330903787,35,5,2,False,False,"[1.011972641666076, 0.45186602014149824]"
20,40.0,Pooled,Sham,endothelial,0.9958903703503479,-0.005941158675305973,72,5,2,False,False,"[0.07324898203063876, -0.0851312993812507]"
20,40.0,Pooled,Sham,endothelial+immune,1.0922232793503976,0.1272678114628663,28,6,2,False,False,"[0.014885172681878833, 0.2396504502438538]"
20,40.0,Pooled,Sham,endothelial+immune+stromal,1.0584194700032976,0.08191150586267967,223,6,2,False,False,"[0.11313985754816676, 0.050683154177192574]"
20,40.0,Pooled,Sham,endothelial+stromal,0.8511165349956833,-0.23257141544378052,39,6,2,False,False,"[-0.7352807388031589, 0.2701379079155979]"
20,40.0,Pooled,Sham,immune,0.9746127623801931,-0.03709898039934434,29,6,2,False,False,"[-0.22040706710613278, 0.1462091063074441]"
20,40.0,Pooled,Sham,immune+stromal,1.2905573833948127,0.36799429090773084,38,6,2,False,False,"[0.4200652347396475, 0.3159233470758141]"
20,40.0,Pooled,Sham,none,1.0484452337778192,0.06825150328409346,267,6,2,False,False,"[0.043048649316958544, 0.09345435725122837]"
20,40.0,Pooled,Sham,stromal,0.789110254463128,-0.34170120725383196,35,4,2,False,False,"[0.7031671888521817, -1.3865696033598456]"
