scale_um,region,timepoint,category,enrichment_score,log2_enrichment,n_focal_cells,n_rois,n_mice_effective,below_min_support,insufficient_support,mouse_values
10.0,Cortex,Sham,endothelial,1.4314606674006054,0.5174880295928144,951,3,2,False,False,"[0.5134070797462117, 0.521568979439417]"
10.0,Cortex,Sham,endothelial+immune,1.1849475915013448,0.24482325224325263,637,3,2,False,False,"[0.2654577479832099, 0.2241887565032953]"
10.0,Cortex,Sham,endothelial+immune+stromal,1.5478760559188085,0.6302899542535012,1440,3,2,False,False,"[0.6797749230018784, 0.580804985505124]"
10.0,Cortex,Sham,endothelial+stromal,1.5335499939988309,0.6168751994829977,596,3,2,False,False,"[0.6125353105063929, 0.6212150884596027]"
10.0,Cortex,Sham,immune,1.3878000243079154,0.4727996970773227,658,3,2,False,False,"[0.30766097150336025, 0.6379384226512852]"
10.0,Cortex,Sham,immune+stromal,1.7908496900866466,0.8406442538695245,617,3,2,False,False,"[0.7267076324982671, 0.954580875240782]"
10.0,Cortex,Sham,none,1.2459108317439385,0.31720082020452417,1915,3,2,False,False,"[0.33125702120110184, 0.3031446192079465]"
10.0,Cortex,Sham,stromal,1.5426317571631072,0.6253937161415828,385,3,2,False,False,"[0.6511660197351542, 0.5996214125480114]"
10.0,Medulla,D1,endothelial,1.5165242911642605,0.6007686067398926,960,3,2,False,False,"[0.5604541913855835, 0.6410830220942018]"
10.0,Medulla,D1,endothelial+immune,1.6603881740351933,0.7315205616256237,524,3,2,False,False,"[0.6128289276040386, 0.850212195647209]"
10.0,Medulla,D1,endothelial+immune+stromal,1.3760388296649202,0.4605211812134287,1861,3,2,False,False,"[0.5752264008062777, 0.3458159616205797]"
10.0,Medulla,D1,endothelial+stromal,1.435257750238921,0.521309846029715,1119,3,2,False,False,"[0.5540069501215696, 0.4886127419378603]"
10.0,Medulla,D1,immune,1.9082139128031297,0.9322229080529657,373,3,2,False,False,"[1.140903543780409, 0.7235422723255225]"
10.0,Medulla,D1,immune+stromal,2.466107101397127,1.3022354563908838,560,3,2,False,False,"[1.0795475457701083, 1.5249233670116595]"
10.0,Medulla,D1,none,1.5905411882681741,0.6695177320414256,1428,3,2,False,False,"[0.7401640715583668, 0.5988713925244845]"
10.0,Medulla,D1,stromal,1.8075276672175216,0.8540177301927288,479,3,2,False,False,"[1.0136170366241537, 0.6944184237613038]"
10.0,Medulla,D3,endothelial,1.6545828584240647,0.7264675409368151,989,3,2,False,False,"[0.7332915371801625, 0.7196435446934677]"
10.0,Medulla,D3,endothelial+immune,1.781092290903029,0.8327622745408245,626,3,2,False,False,"[0.8610270156406001, 0.8044975334410489]"
10.0,Medulla,D3,endothelial+immune+stromal,1.2332235469056982,0.3024343413301548,2135,3,2,False,False,"[0.291234308206206, 0.3136343744541036]"
10.0,Medulla,D3,endothelial+stromal,1.4738079374978261,0.5595485287251929,802,3,2,False,False,"[0.5385593772040767, 0.5805376802463093]"
10.0,Medulla,D3,immune,2.351556406838629,1.233615938570697,367,3,2,False,False,"[0.9616624267660705, 1.5055694503753236]"
10.0,Medulla,D3,immune+stromal,2.438706596802992,1.286116196510652,584,3,2,False,False,"[0.966198806902935, 1.6060335861183688]"
10.0,Medulla,D3,none,1.5380613970293697,0.6211130946013268,1295,3,2,False,False,"[0.4592011204844937, 0.7830250687181599]"
10.0,Medulla,D3,stromal,2.2665749831467052,1.1805138894500202,409,3,2,False,False,"[0.5881214042595335, 1.7729063746405072]"
10.0,Medulla,D7,endothelial,2.0763444329661396,1.0540457840209185,901,3,2,False,False,"[0.8924071678655147, 1.2156844001763223]"
10.0,Medulla,D7,endothelial+immune,2.054022728053711,1.0384521453703077,1011,3,2,False,False,"[1.0351876328136658, 1.04171665792695]"
10.0,Medulla,D7,endothelial+immune+stromal,1.3568759962033727,0.4402888800515762,2470,3,2,False,False,"[0.36832589084093875, 0.5122518692622136]"
10.0,Medulla,D7,endothelial+stromal,2.55603489422615,1.3539075316618228,471,3,2,False,False,"[0.9173321695957478, 1.7904828937278978]"
10.0,Medulla,D7,immune,2.5075938994884113,1.326303725080672,462,3,2,False,False,"[0.9864654016505447, 1.6661420485107992]"
10.0,Medulla,D7,immune+stromal,2.3468154288813547,1.2307043819938461,852,3,2,False,False,"[1.147077550796684, 1.3143312131910085]"
10.0,Medulla,D7,none,1.9957938516399425,0.9969627103664951,1011,3,2,False,False,"[0.8419465464804948, 1.1519788742524955]"
10.0,Medulla,D7,stromal,3.1874213743330606,1.6723897547530422,249,3,2,False,False,"[1.1697917824532629, 2.1749877270528213]"
10.0,Medulla,Sham,endothelial,1.5527741039519274,0.634847963136095,1081,3,2,False,False,"[0.8636469707700776, 0.4060489555021126]"
10.0,Medulla,Sham,endothelial+immune,1.6121640323211412,0.6889985407497161,535,3,2,False,False,"[0.9946989564801597, 0.3832981250192725]"
10.0,Medulla,Sham,endothelial+immune+stromal,1.4924108629862392,0.577644766419394,1514,3,2,False,False,"[0.8216344361465069, 0.3336550966922811]"
10.0,Medulla,Sham,endothelial+stromal,1.3893148268198934,0.47437355945309484,838,3,2,False,False,"[0.618793331248146, 0.32995378765804373]"
10.0,Medulla,Sham,immune,1.7525914366372386,0.8094897148446767,505,3,2,False,False,"[1.0972338674344466, 0.5217455622549068]"
10.0,Medulla,Sham,immune+stromal,1.7426632343846882,0.8012937989387399,652,3,2,False,False,"[0.9863413584885115, 0.6162462393889684]"
10.0,Medulla,Sham,none,1.455455219969848,0.5414704527061227,1705,3,2,False,False,"[0.6908937448573248, 0.3920471605549207]"
10.0,Medulla,Sham,stromal,1.849461785485376,0.887105491075417,546,3,2,False,False,"[1.1316029223102506, 0.6426080598405834]"
10.0,Pooled,D1,endothelial,1.3869607169073837,0.47192692657608876,2115,6,2,False,False,"[0.3597037464931734, 0.5841501066590041]"
10.0,Pooled,D1,endothelial+immune,1.4623800187732128,0.5483182633821615,1249,6,2,False,False,"[0.41766387018139545, 0.6789726565829275]"
10.0,Pooled,D1,endothelial+immune+stromal,1.3332860105031636,0.41498629406084264,3665,6,2,False,False,"[0.4528433907945953, 0.37712919732709]"
10.0,Pooled,D1,endothelial+stromal,1.4691871530780902,0.5550181859687837,1932,6,2,False,False,"[0.47037778407201136, 0.6396585878655561]"
10.0,Pooled,D1,immune,1.6142017483120257,0.6908209027170591,874,6,2,False,False,"[0.6342391205975709, 0.7474026848365471]"
10.0,Pooled,D1,immune+stromal,2.456337479264703,1.2965087879937425,915,6,2,False,False,"[1.0367344298040333, 1.5562831461834516]"
10.0,Pooled,D1,none,1.4586132794301836,0.5445974337684201,2891,6,2,False,False,"[0.48122933913015337, 0.6079655284066868]"
10.0,Pooled,D1,stromal,1.6546714764404722,0.7265448083571449,819,6,2,False,False,"[0.7554056023613777, 0.6976840143529119]"
10.0,Pooled,D3,endothelial,1.6251128668268673,0.7005399192221868,2044,6,2,False,False,"[0.7501250459576635, 0.6509547924867102]"
10.0,Pooled,D3,endothelial+immune,1.755853843957367,0.8121727609475764,1330,6,2,False,False,"[0.7317959819559673, 0.8925495399391855]"
10.0,Pooled,D3,endothelial+immune+stromal,1.2461208789735856,0.3174440226453107,4571,6,2,False,False,"[0.31712080687969885, 0.3177672384109225]"
10.0,Pooled,D3,endothelial+stromal,1.6152769926715111,0.6917815839209995,1548,6,2,False,False,"[0.8433752419315551, 0.540187925910444]"
10.0,Pooled,D3,immune,2.301331078774956,1.2024685504229784,668,6,2,False,False,"[1.2042056271999453, 1.2007314736460115]"
10.0,Pooled,D3,immune+stromal,2.5652249651546044,1.3590853528814677,1036,6,2,False,False,"[1.219358818751035, 1.4988118870119005]"
10.0,Pooled,D3,none,1.5809580834732584,0.6607991174958265,2540,6,2,False,False,"[0.6217403782687154, 0.6998578567229377]"
10.0,Pooled,D3,stromal,2.3480413191177902,1.2314577961659516,669,6,2,False,False,"[1.3268653981713496, 1.1360501941605534]"
10.0,Pooled,D7,endothelial,2.38228397497377,1.2523453967735485,1660,6,2,False,False,"[1.0164118762263457, 1.4882789173207513]"
10.0,Pooled,D7,endothelial+immune,1.9861141963032525,0.9899485763929448,1559,6,2,False,False,"[0.7853080155535427, 1.1945891372323467]"
10.0,Pooled,D7,endothelial+immune+stromal,1.3459387650890522,0.4286127745010091,5643,6,2,False,False,"[0.3588138045454865, 0.49841174445653175]"
10.0,Pooled,D7,endothelial+stromal,3.0538868469547653,1.6106466081853608,864,6,2,False,False,"[1.196544841115726, 2.0247483752549953]"
10.0,Pooled,D7,immune,2.302097375704236,1.20294885887172,710,6,2,False,False,"[0.8395548590477356, 1.5663428586957047]"
10.0,Pooled,D7,immune+stromal,2.556281254566528,1.3540465773824963,1747,6,2,False,False,"[1.4207788848774625, 1.2873142698875302]"
10.0,Pooled,D7,none,2.2284107789743297,1.1560151995379304,2122,6,2,False,False,"[1.0938980211460703, 1.2181323779297906]"
10.0,Pooled,D7,stromal,3.2841843077500106,1.7155350931375433,391,6,2,False,False,"[1.3968174219218294, 2.034252764353257]"
10.0,Pooled,Sham,endothelial,1.4513089517310775,0.5373546701176906,2032,6,2,False,False,"[0.6301537100875003, 0.4445556301478808]"
10.0,Pooled,Sham,endothelial+immune,1.337371158462831,0.4193999098314033,1172,6,2,False,False,"[0.5085381508155264, 0.3302616688472801]"
10.0,Pooled,Sham,endothelial+immune+stromal,1.4861192748472634,0.571549910173325,2954,6,2,False,False,"[0.7270614273834212, 0.41603839296322875]"
10.0,Pooled,Sham,endothelial+stromal,1.4347815538843665,0.5208311026727703,1434,6,2,False,False,"[0.6146213174203106, 0.42704088792523004]"
10.0,Pooled,Sham,immune,1.4800687857892347,0.5656642262670444,1163,6,2,False,False,"[0.5708519368137224, 0.5604765157203663]"
10.0,Pooled,Sham,immune+stromal,1.7066158234167998,0.7711383295839607,1269,6,2,False,False,"[0.8132522078283486, 0.7290244513395728]"
10.0,Pooled,Sham,none,1.325718486358523,0.4067744545962194,3620,6,2,False,False,"[0.4511359290865095, 0.3624129801059293]"
10.0,Pooled,Sham,stromal,1.6469484690665557,0.7197954156682895,931,6,2,False,False,"[0.811311653926853, 0.628279177409726]"
20.0,Cortex,D1,endothelial,1.2236667719797896,0.29121073787978574,220,3,2,False,False,"[0.07026355886680684, 0.5121579168927647]"
20.0,Cortex,D1,endothelial+immune,0.9426712531475014,-0.08517336125588987,126,3,2,False,False,"[-0.11690746355031914, -0.05343925896146061]"
20.0,Cortex,D1,endothelial+immune+stromal,1.0945331083729288,0.13031559505152837,524,3,2,False,False,"[0.1515042842080627, 0.10912690589499403]"
20.0,Cortex,D1,endothelial+stromal,1.3255492049682454,0.4065902246722483,137,3,2,False,False,"[0.22121907658208564, 0.591961372762411]"
20.0,Cortex,D1,immune,1.5117272092861525,0.5961978291646302,93,3,2,False,False,"[0.5374244880410489, 0.6549711702882114]"
20.0,Cortex,D1,immune+stromal,1.3930402729745268,0.4782369670423683,78,3,2,False,False,"[0.18415936016308398, 0.7723145739216526]"
20.0,Cortex,D1,none,1.091525600716192,0.12634596779381027,462,3,2,False,False,"[0.04972801915318706, 0.20296391643443348]"
20.0,Cortex,D1,stromal,1.0627763228269689,0.08783799206731047,80,3,2,False,False,"[-0.051873962418914274, 0.2275499465535352]"
20.0,Cortex,D3,endothelial,1.1916516467634863,0.252962557161708,228,3,2,False,False,"[0.24667457149361968, 0.2592505428297963]"
20.0,Cortex,D3,endothelial+immune,1.2461709692568845,0.3175020134487338,122,3,2,False,False,"[0.34856219050128345, 0.28644183639618415]"
20.0,Cortex,D3,endothelial+immune+stromal,1.0352681898951934,0.05000455140718313,728,3,2,False,False,"[0.08086192956448943, 0.019147173249876838]"
20.0,Cortex,D3,endothelial+stromal,1.1453586319467552,0.1957994022695136,146,3,2,False,False,"[0.0637573648882598, 0.3278414396507674]"
20.0,Cortex,D3,immune,1.4251125491615664,0.5110758615266986,38,3,2,False,False,"[0.22897256976016075, 0.7931791532932365]"
20.0,Cortex,D3,immune+stromal,1.8895096476185258,0.918011884851312,95,3,2,False,False,"[0.621289992538921, 1.214733777163703]"
20.0,Cortex,D3,none,1.0062753581467696,0.009025139611480496,285,3,2,False,False,"[0.05904756831784835, -0.040997289094887354]"
20.0,Cortex,D3,stromal,1.770778396203525,0.8243836775318343,62,3,2,False,False,"[1.4719493232527012, 0.1768180318109674]"
