compartment,timepoint,mouse,region,cd44_rate,n_support,scale_um
CD34,D7,MS1,pooled,0.49314465408805025,163,40.0
CD34,D7,MS2,pooled,0.5782828282828283,90,40.0
CD34,Sham,MS1,pooled,0.6574580390369864,103,40.0
CD34,Sham,MS2,pooled,0.3685636856368564,80,40.0
CD140b,D1,MS1,pooled,0.6600358422939068,137,40.0
CD140b,D1,MS2,pooled,0.7155172413793104,189,40.0
CD140b,D3,MS1,pooled,0.45117322291235334,126,40.0
CD140b,D3,MS2,pooled,0.6510441575003986,199,40.0
CD140b,D7,MS1,pooled,0.6208632376395534,196,40.0
CD140b,D7,MS2,pooled,0.7744107744107743,143,40.0
CD140b,Sham,MS1,pooled,0.7048892210182532,110,40.0
CD140b,Sham,MS2,pooled,0.41285714285714287,69,40.0
endothelial_cd31cd34,D1,MS1,pooled,0.7067676767676767,81,40.0
endothelial_cd31cd34,D1,MS2,pooled,0.7934932451061484,146,40.0
endothelial_cd31cd34,D3,MS1,pooled,0.4226475279106858,101,40.0
endothelial_cd31cd34,D3,MS2,pooled,0.7389387316923548,129,40.0
endothelial_cd31cd34,D7,MS1,pooled,0.516077361177029,148,40.0
endothelial_cd31cd34,D7,MS2,pooled,0.6521739130434783,75,40.0
endothelial_cd31cd34,Sham,MS1,pooled,0.7649954212454212,73,40.0
endothelial_cd31cd34,Sham,MS2,pooled,0.41111111111111115,50,40.0
