endpoint,composite_label,contrast,hedges_g_sigmoid,g_shrunk_neutral_sigmoid,g_pathological_sigmoid,support_sensitive,hedges_g_raw,g_shrunk_neutral_raw,g_pathological_raw,sigmoid_above,raw_above,headline_overlap_status,sign_agree
vs_sham_mean_delta_lineage_immune,non_myeloid_immune,D1_vs_D7,3.820146534431397,0.9989426757836752,False,False,2.4415806523477226,0.8894114153233043,False,True,True,both_above,True
vs_sham_mean_delta_lineage_immune,non_myeloid_immune,D3_vs_D7,1.371683044485205,0.6136764552510767,False,False,1.338890785676421,0.6019979714496916,False,True,True,both_above,True
vs_sham_mean_delta_lineage_immune,non_myeloid_immune,Sham_vs_D1,0.23946995210263494,0.11930736460231306,False,False,0.2758802053391205,0.1372870463147229,False,False,False,both_below,True
vs_sham_mean_delta_lineage_immune,non_myeloid_immune,Sham_vs_D3,1.5302165506109418,0.667431265842181,False,False,1.0962882907212828,0.509846751199217,False,True,True,both_above,True
vs_sham_mean_delta_lineage_immune,non_myeloid_immune,Sham_vs_D7,3.566297907289446,0.9934502975011013,False,False,2.440245823256461,0.889189009803831,False,True,True,both_above,True
vs_sham_mean_delta_lineage_immune,stromal,D1_vs_D3,1.9672394369303554,0.7920428253830711,False,False,1.6413371339234835,0.70240214989665,False,True,True,both_above,True
vs_sham_mean_delta_lineage_immune,stromal,D1_vs_D7,18.04002230260077,,True,False,3.539063329835867,0.9925516970055028,False,False,True,raw_only,True
vs_sham_mean_delta_lineage_immune,stromal,D3_vs_D7,2.0441125271294984,0.8104162589502311,False,False,2.428073696946667,0.887148154815216,False,True,True,both_above,True
vs_sham_mean_delta_lineage_immune,stromal,Sham_vs_D1,-0.04821276654767684,-0.024102881620968037,False,False,1.5791935745836998,0.6831215238612892,False,False,True,raw_only,False
vs_sham_mean_delta_lineage_immune,stromal,Sham_vs_D3,1.4776439700451103,0.6501056540896903,False,False,2.4618895704000168,0.8927612352124995,False,True,True,both_above,True
vs_sham_mean_delta_lineage_immune,stromal,Sham_vs_D7,4.582800172276229,0.9908206174332712,False,False,3.9780749228220107,0.9999848952773134,False,True,True,both_above,True
vs_sham_mean_delta_lineage_immune,unassigned,D1_vs_D3,1.4031557431280968,0.624706000617153,False,False,1.5738875248329898,0.681442718134802,False,True,True,both_above,True
vs_sham_mean_delta_lineage_immune,unassigned,D1_vs_D7,1.8938327612707673,0.7735217002932809,False,False,2.1468422352871515,0.833363816700091,False,True,True,both_above,True
vs_sham_mean_delta_lineage_immune,unassigned,D3_vs_D7,1.2268701655713272,0.5606879950893814,False,False,1.4436502458798715,0.6386375513159214,False,True,True,both_above,True
vs_sham_mean_delta_lineage_immune,unassigned,Sham_vs_D1,0.1301205153461216,0.06499148308240416,False,False,0.16621993303356478,0.0829666982422224,False,False,False,both_below,True
vs_sham_mean_delta_lineage_immune,unassigned,Sham_vs_D3,2.691136966716178,0.9262926443982502,False,False,3.990356463607875,0.9999970868040213,False,True,True,both_above,True
vs_sham_mean_delta_lineage_immune,unassigned,Sham_vs_D7,2.501442171415441,0.8991034694247187,False,False,2.8640573856243954,0.9466853295549428,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd140b,D1_vs_D3,-0.027019705860271477,-0.01350923651675652,False,False,-0.3665562679081651,-0.18175183320444763,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd140b,D1_vs_D7,-0.5200613096667274,-0.2557081677091405,False,False,-0.2004445307235925,-0.09997122505743544,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd140b,D3_vs_D7,-0.2744148877465574,-0.13656470609038665,False,False,0.19262898310652277,0.09609164347023139,False,False,False,both_below,False
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd140b,Sham_vs_D1,2.499828317434531,0.8988493526650305,False,False,2.545098290113486,0.9058286463219423,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd140b,Sham_vs_D3,0.9655355441980911,0.4561874706194712,False,False,1.1929955912353731,0.5477721458299002,False,False,True,raw_only,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd140b,Sham_vs_D7,1.1600764499851064,0.5350357843306323,False,False,1.839658809935004,0.7592348790236367,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd140b_cd44,D1_vs_D3,-0.33769555831802,-0.167652851377586,False,False,-0.5542941979323652,-0.27192541618778415,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd140b_cd44,D1_vs_D7,-0.1736634590737356,-0.08666836510157991,False,False,-0.34474499604298603,-0.17110154385897858,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd140b_cd44,D3_vs_D7,0.24778290872829692,0.12341786630373278,False,False,0.43044452547234974,0.2127584863601128,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd140b_cd44,Sham_vs_D1,0.9640196078105328,0.45554993195014476,False,False,1.170840622974317,0.5392203262860054,False,False,True,raw_only,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd140b_cd44,Sham_vs_D3,0.3977995268982091,0.19695185466184978,False,False,0.4389992882689475,0.21688723233632398,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd140b_cd44,Sham_vs_D7,0.858464382897684,0.4103322594526415,False,False,1.3268274395007538,0.5976541660187913,False,False,True,raw_only,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd44,D1_vs_D3,0.37967053675095197,0.18814024568340537,False,False,0.061514891683098594,0.030750173268171258,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd44,D1_vs_D7,1.1872154256025491,0.5455489279498497,False,False,0.4206401020962199,0.2080196386303544,False,True,False,sigmoid_only,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd44,D3_vs_D7,0.8110309055029012,0.38950272479506187,False,False,0.26488760032196246,0.13186552499297957,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd44,Sham_vs_D1,0.5382748370517709,0.2643503671163904,False,False,0.589279977061047,0.2883811992497483,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd44,Sham_vs_D3,0.8218213712935812,0.3942678897418568,False,False,0.523459134477198,0.2573227626973889,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_endothelial_cd44,Sham_vs_D7,1.4156020025328881,0.6290191436358024,False,False,0.914153027594192,0.43438851673889034,False,True,False,sigmoid_only,True
vs_sham_mean_delta_lineage_stromal,activated_m2_macrophage_cd140b_cd44,D1_vs_D3,-0.43041291480648125,-0.21274321964482962,False,True,-0.984883954476001,-0.4642942431060849,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_m2_macrophage_cd140b_cd44,D1_vs_D7,0.5084249934164312,0.25017073866200634,False,True,0.19374433836498994,0.09664543374799033,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_m2_macrophage_cd140b_cd44,D3_vs_D7,1.0631951972295839,0.49651902515589047,False,True,2.0049107599085234,0.8011764608736012,False,False,True,raw_only,True
vs_sham_mean_delta_lineage_stromal,activated_m2_macrophage_cd140b_cd44,Sham_vs_D1,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_m2_macrophage_cd140b_cd44,Sham_vs_D3,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_m2_macrophage_cd140b_cd44,Sham_vs_D7,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_neutrophil_cd44,D1_vs_D3,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_neutrophil_cd44,D1_vs_D7,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_neutrophil_cd44,D3_vs_D7,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_neutrophil_cd44,Sham_vs_D1,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_neutrophil_cd44,Sham_vs_D3,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_neutrophil_cd44,Sham_vs_D7,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd140b,D1_vs_D3,0.5310272164103456,0.26091514343039657,False,False,1.561723354641652,0.6775747328736168,False,False,True,raw_only,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd140b,D1_vs_D7,,,False,False,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd140b,D3_vs_D7,,,False,False,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd140b,Sham_vs_D1,1.6939095255163692,0.718164162538904,False,False,1.7645745136039528,0.7385581527332692,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd140b,Sham_vs_D3,2.651486261796746,0.9210395421275811,False,False,4.937543052850666,0.9782317600242466,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd140b,Sham_vs_D7,,,False,False,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd140b_cd44,D1_vs_D3,0.832198060093294,0.3988355907552817,False,False,0.8967854537607416,0.4269333452120799,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd140b_cd44,D1_vs_D7,1.1218822121822158,0.5200333430194389,False,False,1.3824802961329634,0.6174801466464023,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd140b_cd44,D3_vs_D7,0.7491982651247238,0.36190316159718,False,False,0.6906344762266488,0.3353209846638413,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd140b_cd44,Sham_vs_D1,0.5428031083699287,0.26649414422649825,False,False,0.3365837753506456,0.1671086680892417,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd140b_cd44,Sham_vs_D3,2.0381445486231957,0.8090269687612619,False,False,1.1644500767767088,0.5367383430280624,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd140b_cd44,Sham_vs_D7,1.54951779476749,0.6736665791441886,False,False,1.5624288005345046,0.6777997860201288,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd44,D1_vs_D3,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd44,D1_vs_D7,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd44,D3_vs_D7,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd44,Sham_vs_D1,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd44,Sham_vs_D3,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,activated_stromal_cd44,Sham_vs_D7,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,endothelial,D1_vs_D3,0.6552171062403256,0.31904791031307955,False,False,1.2126123711104122,0.5552753799418619,False,False,True,raw_only,True
vs_sham_mean_delta_lineage_stromal,endothelial,D1_vs_D7,-0.4051072453351751,-0.20049712515579787,False,False,-0.10761263784672782,-0.05376740315290023,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,endothelial,D3_vs_D7,-0.6491811655288381,-0.31626036026985155,False,False,-0.5169159075768665,-0.25421257119107543,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,endothelial,Sham_vs_D1,0.5909151360624046,0.2891472775188995,False,False,1.2892753191203818,0.5839694114202522,False,False,True,raw_only,True
vs_sham_mean_delta_lineage_stromal,endothelial,Sham_vs_D3,1.3952139936928412,0.6219394320942379,False,False,2.5951137235677257,0.9131850075743922,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,endothelial,Sham_vs_D7,-0.21081420894428374,-0.10511512991594932,False,False,0.17991436150298634,0.08977555819049395,False,False,False,both_below,False
vs_sham_mean_delta_lineage_stromal,m2_macrophage,D1_vs_D3,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,m2_macrophage,D1_vs_D7,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,m2_macrophage,D3_vs_D7,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,m2_macrophage,Sham_vs_D1,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,m2_macrophage,Sham_vs_D3,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,m2_macrophage,Sham_vs_D7,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,mixed,D1_vs_D3,0.6391912514058522,0.3116378470133918,False,False,0.8887931340318045,0.4234880807999587,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,mixed,D1_vs_D7,1.6612453067214457,0.7084301439881245,False,False,1.4609959474437744,0.6445152431438096,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,mixed,D3_vs_D7,1.4745050219431135,0.6490554111714779,False,False,1.377334794254589,0.6156700492519902,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,mixed,Sham_vs_D1,0.5497631853152353,0.2697853547271341,False,False,0.3776171934698637,0.18714076612319605,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,mixed,Sham_vs_D3,1.3283217963807925,0.5981936437075999,False,False,0.538715760016938,0.2645591950392344,False,True,False,sigmoid_only,True
vs_sham_mean_delta_lineage_stromal,mixed,Sham_vs_D7,2.039875342580809,0.8094305216981457,False,False,1.4834313431168158,0.6520373642450399,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,neutrophil,D1_vs_D3,3.0876805217637235,0.9674029022104371,False,True,2.377612747092038,0.8784401585330622,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,neutrophil,D1_vs_D7,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,neutrophil,D3_vs_D7,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,neutrophil,Sham_vs_D1,-0.8773635567703225,-0.41854538189903595,False,True,-0.28765056225701635,-0.14308532568704385,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,neutrophil,Sham_vs_D3,2.148022261139815,0.8336168814363393,False,True,2.425999296010593,0.8867980480374561,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,neutrophil,Sham_vs_D7,,,False,True,,,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,non_myeloid_immune,D1_vs_D3,1.0389112392204176,0.4866283817943521,False,False,0.2862754256014452,0.14240828316173065,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,non_myeloid_immune,D1_vs_D7,-0.007057537930016789,-0.003528757979799183,False,False,-0.13359904961116664,-0.06672509002318013,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,non_myeloid_immune,D3_vs_D7,-1.0046357065073386,-0.4725114499463196,False,False,-0.4987890143187635,-0.2455759472844405,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,non_myeloid_immune,Sham_vs_D1,1.3664940591652461,0.6118411172293685,False,False,0.889794693030193,0.42392032244515426,False,True,False,sigmoid_only,True
vs_sham_mean_delta_lineage_stromal,non_myeloid_immune,Sham_vs_D3,2.787587231648892,0.9381613384542918,False,False,1.9586339077434953,0.7899211696711864,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,non_myeloid_immune,Sham_vs_D7,1.2649989502707693,0.5749922588625179,False,False,0.8861776854859134,0.4223586640867024,False,True,False,sigmoid_only,True
vs_sham_mean_delta_lineage_stromal,stromal,D1_vs_D3,5.390853959743389,0.9570701586077883,False,False,8.500498965358211,0.7705094136367122,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,stromal,D1_vs_D7,8.499920548013852,0.7705428344356149,False,False,10.579187453840687,0.6616168243547561,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,stromal,D3_vs_D7,3.0718370647607474,0.9661314578542385,False,False,1.2274493154230817,0.5609071249834879,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,stromal,Sham_vs_D1,-0.12465831319012927,-0.062268679327080405,False,False,1.6327780234039388,0.6997883492998004,False,False,True,raw_only,False
vs_sham_mean_delta_lineage_stromal,stromal,Sham_vs_D3,7.918300589855203,0.8049151190453009,False,False,8.77081511480663,0.7550698029869317,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,stromal,Sham_vs_D7,13.725494273770684,,True,False,10.848704107075001,0.6491644026877419,False,False,True,raw_only,True
vs_sham_mean_delta_lineage_stromal,unassigned,D1_vs_D3,0.47852092561491705,0.23588462540385394,False,False,0.6252620319786221,0.30517422478508605,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,unassigned,D1_vs_D7,-0.11621415938170138,-0.058058072397167454,False,False,0.30775066096180903,0.152969840146377,False,False,False,both_below,False
vs_sham_mean_delta_lineage_stromal,unassigned,D3_vs_D7,-0.9004721218287205,-0.4285194952396945,False,False,-0.5296251090228882,-0.260250001836929,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,unassigned,Sham_vs_D1,0.600996553480246,0.2938643468309709,False,False,0.5720015883998353,0.280269530735488,False,False,False,both_below,True
vs_sham_mean_delta_lineage_stromal,unassigned,Sham_vs_D3,3.0571157227056247,0.9649241582618805,False,False,3.3689403196396395,0.9854391286605767,False,True,True,both_above,True
vs_sham_mean_delta_lineage_stromal,unassigned,Sham_vs_D7,0.72763704472788,0.3521650364318618,False,False,1.8119955465419664,0.7517356172680143,False,False,True,raw_only,True
