endpoint,contrast,composite_label,hedges_g_sigmoid,hedges_g_raw,family_b_lineage_source_sign_reverse,family_b_lineage_source_magnitude_disagree
vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,activated_endothelial_cd140b,0.9655355441980911,1.1929955912353731,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,activated_endothelial_cd140b_cd44,0.3977995268982091,0.4389992882689475,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,activated_endothelial_cd44,0.8218213712935812,0.523459134477198,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,activated_m2_macrophage_cd140b_cd44,,,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,activated_neutrophil_cd44,,,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,activated_stromal_cd140b,2.651486261796746,4.937543052850666,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,activated_stromal_cd140b_cd44,2.0381445486231957,1.1644500767767088,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,activated_stromal_cd44,,,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,endothelial,1.3952139936928412,2.5951137235677257,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,m2_macrophage,,,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,mixed,1.3283217963807925,0.538715760016938,False,True
vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,neutrophil,2.148022261139815,2.425999296010593,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,non_myeloid_immune,2.787587231648892,1.9586339077434953,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,stromal,7.918300589855203,8.77081511480663,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,unassigned,3.0571157227056247,3.3689403196396395,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,activated_endothelial_cd140b,1.1600764499851064,1.839658809935004,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,activated_endothelial_cd140b_cd44,0.858464382897684,1.3268274395007538,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,activated_endothelial_cd44,1.4156020025328881,0.914153027594192,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,activated_m2_macrophage_cd140b_cd44,,,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,activated_neutrophil_cd44,,,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,activated_stromal_cd140b,,,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,activated_stromal_cd140b_cd44,1.54951779476749,1.5624288005345046,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,activated_stromal_cd44,,,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,endothelial,-0.21081420894428374,0.17991436150298634,True,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,m2_macrophage,,,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,mixed,2.039875342580809,1.4834313431168158,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,neutrophil,,,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,non_myeloid_immune,1.2649989502707693,0.8861776854859134,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,stromal,13.725494273770684,10.848704107075001,False,False
vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,unassigned,0.72763704472788,1.8119955465419664,False,True
