family,endpoint,contrast,tp1,tp2,n_mice_1,n_mice_2,insufficient_support,mouse_mean_1,mouse_mean_2,mouse_range_1,mouse_range_2,hedges_g,g_shrunk_skeptical,g_shrunk_neutral,g_shrunk_optimistic,pooled_std,g_pathological,bootstrap_range_min,bootstrap_range_max,n_unique_resamples,n_required_80pct,n_required_skeptical,n_required_neutral,n_required_optimistic,normalization_mode,hedges_g_no_none,clr_none_sensitivity,sham_percentile,normalization_sign_reverse,normalization_g_collapse,normalization_magnitude_disagree,hedges_g_sham_ref,endpoint_axis,min_prevalence_sweep_value,headline_rule_version,unassigned_rate_mouse_mean_1,unassigned_rate_mouse_mean_2,composite_label,support_sensitive,cell_type,stratifier_basis,observed_range,threshold_sensitive,headline_demoted_reason,is_headline
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D1,Sham,D1,1,1,True,0.0,-0.07731172117784296,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D3,Sham,D3,1,1,True,0.0,0.11552922243803082,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D7,Sham,D7,1,1,True,0.0,0.44691799467939763,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D3,D1,D3,1,1,True,-0.07731172117784296,0.11552922243803082,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D7,D1,D7,1,1,True,-0.07731172117784296,0.44691799467939763,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D3_vs_D7,D3,D7,1,1,True,0.11552922243803082,0.44691799467939763,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D1,Sham,D1,1,1,True,0.0,-0.010389802171246076,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D3,Sham,D3,1,1,True,0.0,0.16887840928086756,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D7,Sham,D7,1,1,True,0.0,0.23444681512185772,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D3,D1,D3,1,1,True,-0.010389802171246076,0.16887840928086756,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D7,D1,D7,1,1,True,-0.010389802171246076,0.23444681512185772,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D3_vs_D7,D3,D7,1,1,True,0.16887840928086756,0.23444681512185772,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D1,Sham,D1,1,1,True,0.0,0.005833112076205432,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,Sham,D3,1,1,True,0.0,0.060261041060808374,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,Sham,D7,1,1,True,0.0,0.23397129739423178,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D3,D1,D3,1,1,True,0.005833112076205432,0.060261041060808374,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D7,D1,D7,1,1,True,0.005833112076205432,0.23397129739423178,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D3_vs_D7,D3,D7,1,1,True,0.060261041060808374,0.23397129739423178,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_neutrophil_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D1,Sham,D1,2,2,False,1.3877787807814457e-17,0.0314200165503936,0.040675287797860366,0.017512149781782532,0.8108536202971176,0.1521660555570423,0.3894243044543138,0.6381928628171366,0.022142461625903036,False,0.6367907644459812,3.3777470315847973,5,24.0,678.0,104.0,39.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.040675287797860366,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D3,Sham,D3,2,2,False,1.3877787807814457e-17,0.0604847802531675,0.040675287797860366,0.021524274550065003,1.5020981327927216,0.2451144766031025,0.6582267957833128,1.1375142076748457,0.02300963620065159,False,1.3970614780084316,4.291363433894478,5,7.0,262.0,37.0,13.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.040675287797860366,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D7,Sham,D7,2,1,True,1.3877787807814457e-17,0.05523284312142479,0.040675287797860366,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.040675287797860366,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D3,D1,D3,2,2,False,0.0314200165503936,0.0604847802531675,0.017512149781782532,0.021524274550065003,1.1970764911938938,0.2094073848779753,0.5493383958680967,0.9245397388131199,0.013874164703561094,False,1.0783141618425842,2.599135961462587,5,11.0,358.0,53.0,19.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.021524274550065003,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D7,D1,D7,2,1,True,0.0314200165503936,0.05523284312142479,0.017512149781782532,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.017512149781782532,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D3_vs_D7,D3,D7,2,1,True,0.0604847802531675,0.05523284312142479,0.021524274550065003,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.021524274550065003,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D1,Sham,D1,2,2,False,0.0,0.14181381378137126,0.037317263610402995,0.015561075034753846,4.00855735776792,0.3075399369515231,0.9999977165037751,2.287804418376641,0.020215867651460988,False,4.00855735776792,11.785630508224713,5,1.0,166.0,16.0,3.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.037317263610402995,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D3,Sham,D3,2,2,False,0.0,0.3880317524150712,0.037317263610402995,0.12076023729283547,3.508572421446763,0.31452799387498753,0.9914694320454485,2.146322784238669,0.0631973359295909,False,3.4956929427420684,13.732805147098096,5,2.0,159.0,16.0,4.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.12076023729283547,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D7,Sham,D7,2,1,True,0.0,0.47983729243240214,0.037317263610402995,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.037317263610402995,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D3,D1,D3,2,2,False,0.14181381378137126,0.3880317524150712,0.015561075034753846,0.12076023729283547,2.311062132983329,0.30129208008874026,0.8663366278552543,1.6310618404818507,0.060879351933268745,False,2.256536531385654,22.51758178442899,5,3.0,173.0,21.0,6.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.12076023729283547,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D7,D1,D7,2,1,True,0.14181381378137126,0.47983729243240214,0.015561075034753846,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.015561075034753846,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D3_vs_D7,D3,D7,2,1,True,0.3880317524150712,0.47983729243240214,0.12076023729283547,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.12076023729283547,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D1,Sham,D1,2,2,False,0.0,0.09702589527522698,0.035143924752900735,0.05209445724629125,1.7645745136039528,0.26911876738590357,0.7385581527332692,1.3097079126052182,0.03142024794150746,False,1.7430740148065103,4.002256427816525,5,6.0,217.0,29.0,10.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.05209445724629125,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,Sham,D3,2,2,False,0.0,0.17285863368721283,0.035143924752900735,0.019124095157487253,4.937543052850666,0.28723903880397356,0.9782317600242466,2.454225203312372,0.020005164724579104,False,4.937543052850666,11.380144531684929,5,1.0,191.0,17.0,3.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.035143924752900735,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,Sham,D7,2,1,True,0.0,0.23434466303210655,0.035143924752900735,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.035143924752900735,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D3,D1,D3,2,2,False,0.09702589527522698,0.17285863368721283,0.05209445724629125,0.019124095157487253,1.561723354641652,0.2511015171947525,0.6775747328736168,1.1775765473426865,0.027746907446498853,False,1.453857788032531,6.088353309336322,5,7.0,249.0,35.0,12.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.05209445724629125,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D7,D1,D7,2,1,True,0.09702589527522698,0.23434466303210655,0.05209445724629125,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.05209445724629125,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D3_vs_D7,D3,D7,2,1,True,0.17285863368721283,0.23434466303210655,0.019124095157487253,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b,,,composite_label,0.019124095157487253,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D1,Sham,D1,2,2,False,0.0,0.0477187187025908,0.0024541891051754194,0.08642494695648731,0.6307635189174876,0.12132561126524677,0.30772962728513864,0.4996411022242312,0.043229892726548626,False,0.6147910599194453,42.344480412382154,5,40.0,1067.0,166.0,63.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.08642494695648731,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D3,Sham,D3,2,2,False,0.0,0.12541730025100067,0.0024541891051754194,0.05549416857883338,2.5803449440851858,0.3097991424472563,0.9110510872861554,1.7697012218824277,0.027774204715976743,False,2.557596001347514,71.32498898890773,5,3.0,164.0,19.0,6.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.05549416857883338,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D7,Sham,D7,2,2,False,0.0,0.28705641515349717,0.0024541891051754194,0.05235284159303788,6.259537995439574,0.25454684333273836,0.9074783627893949,2.529687069385608,0.026205166795069623,False,6.239624645898775,145.86503671944544,5,1.0,243.0,20.0,3.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.05235284159303788,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D3,D1,D3,2,2,False,0.0477187187025908,0.12541730025100067,0.08642494695648731,0.05549416857883338,0.8645736212900837,0.16088850860052936,0.4129926325404067,0.6789708408309059,0.0513538562395455,False,0.6605433668080973,2.490064567618557,5,22.0,607.0,93.0,35.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.08642494695648731,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D7,D1,D7,2,2,False,0.0477187187025908,0.28705641515349717,0.08642494695648731,0.05235284159303788,2.7069998837507208,0.31244501058071766,0.9283324688132926,1.8302965222857128,0.05052249864985243,False,2.7069998837507208,6.168041124284862,5,3.0,161.0,19.0,5.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.08642494695648731,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D3_vs_D7,D3,D7,2,2,False,0.12541730025100067,0.28705641515349717,0.05549416857883338,0.05235284159303788,2.4213699321622295,0.30528462389596195,0.8860143071019964,1.6894617268351952,0.03814584764139373,False,2.4213699321622295,4.134281233243068,5,3.0,169.0,20.0,6.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.05549416857883338,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D1,Sham,D1,2,2,False,-6.938893903907228e-18,0.10862965692393865,0.10942495252290975,0.09752369679139958,0.8469851425598309,0.15805818954682904,0.4053194691637749,0.6656499512329204,0.07328828636027365,False,0.62527194233305,1.9141678359439753,5,22.0,629.0,96.0,36.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.10942495252290975,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D3,Sham,D3,2,2,False,-6.938893903907228e-18,0.2620669151841752,0.10942495252290975,0.08888143217795555,2.1245377850413223,0.292763874574129,0.8285357960230092,1.527288654749735,0.07048710736837902,False,2.1245377850413223,4.073219584251581,5,4.0,184.0,23.0,7.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.10942495252290975,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D7,Sham,D7,2,2,False,-6.938893903907228e-18,0.4409088781584132,0.10942495252290975,0.029046919307765373,4.450803147700837,0.298614934951266,0.9943248960661725,2.38131645843743,0.0566072958105068,False,4.450803147700837,19.500326318593466,5,1.0,177.0,16.0,3.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.10942495252290975,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D3,D1,D3,2,2,False,0.10862965692393865,0.2620669151841752,0.09752369679139958,0.08888143217795555,1.3289653487360085,0.225896401658826,0.5984258519301575,1.0182143262302337,0.0659749581694929,False,1.2773047050666992,2.5999209020214673,5,9.0,308.0,44.0,16.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.09752369679139958,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D7,D1,D7,2,2,False,0.10862965692393865,0.4409088781584132,0.09752369679139958,0.029046919307765373,3.73188775884928,0.3119396417661132,0.9975980149398533,2.21448325966902,0.05087876511161772,False,3.7237046354298586,14.99214094048008,5,2.0,162.0,16.0,4.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.09752369679139958,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D3_vs_D7,D3,D7,2,2,False,0.2620669151841752,0.4409088781584132,0.08888143217795555,0.029046919307765373,2.185825192199364,0.2958248850160158,0.8415989565439004,1.562076665710931,0.04675369639738751,False,2.1128437134909226,8.785103918936269,5,4.0,180.0,23.0,7.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.08888143217795555,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D1,Sham,D1,2,2,False,0.0,0.030654581988961538,0.06489322968309086,0.0813809337756537,0.3365837753506456,0.06656267558539486,0.1671086680892417,0.268506551743136,0.052043221558863255,False,-0.17674544474936138,1.2564823651792387,5,139.0,3544.0,563.0,218.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.0813809337756537,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,Sham,D3,2,2,False,0.0,0.15910059834235796,0.06489322968309086,0.14202743403435136,1.1644500767767088,0.20508203962500768,0.5367383430280624,0.9010168519838149,0.07807516134643017,False,1.0191510583807708,4.052622904833638,5,12.0,374.0,55.0,20.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.14202743403435136,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,Sham,D7,2,2,False,0.0,0.3197334753870089,0.06489322968309086,0.2246895226716094,1.5624288005345046,0.2511704402224747,0.6777997860201288,1.1780472925466994,0.11693642808925932,False,1.4612512266682234,7.609479471484168,5,7.0,249.0,35.0,12.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.2246895226716094,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D3,D1,D3,2,2,False,0.030654581988961538,0.15910059834235796,0.0813809337756537,0.14202743403435136,0.8967854537607416,0.16600645105171427,0.4269333452120799,0.7032883265908065,0.08184535478660253,False,0.7061456627303598,2.8010735490372967,5,20.0,570.0,87.0,32.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.14202743403435136,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D7,D1,D7,2,2,False,0.030654581988961538,0.3197334753870089,0.0813809337756537,0.2246895226716094,1.3824802961329634,0.23213014432425064,0.6174801466464023,1.0555487514398239,0.11948664986159857,False,1.2633988628617114,5.637314169792066,5,9.0,292.0,42.0,15.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.2246895226716094,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D3_vs_D7,D3,D7,2,2,False,0.15910059834235796,0.3197334753870089,0.14202743403435136,0.2246895226716094,0.6906344762266488,0.1318385147701637,0.3353209846638413,0.5459968958725483,0.13290708560567577,False,0.38856167703219563,2.1965787524396334,5,33.0,904.0,140.0,53.0,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd140b_cd44,,,composite_label,0.2246895226716094,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D1,Sham,D1,1,1,True,0.0,0.010053758302714988,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D3,Sham,D3,1,2,True,0.0,0.10213442552911278,0.0,0.11189406035892646,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.11189406035892646,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D7,Sham,D7,1,1,True,0.0,0.354747588484673,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.0,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D3,D1,D3,1,2,True,0.010053758302714988,0.10213442552911278,0.0,0.11189406035892646,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.11189406035892646,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D7,D1,D7,1,1,True,0.010053758302714988,0.354747588484673,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.0,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D3_vs_D7,D3,D7,2,1,True,0.10213442552911278,0.354747588484673,0.11189406035892646,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.11189406035892646,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D1,Sham,D1,1,1,True,0.0,0.21943283559318746,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D3,Sham,D3,1,2,True,0.0,0.32302572194642976,0.0,0.12540297577364412,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.12540297577364412,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D7,Sham,D7,1,1,True,0.0,0.3044418860843362,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.0,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D3,D1,D3,1,2,True,0.21943283559318746,0.32302572194642976,0.0,0.12540297577364412,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.12540297577364412,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D7,D1,D7,1,1,True,0.21943283559318746,0.3044418860843362,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D3_vs_D7,D3,D7,2,1,True,0.32302572194642976,0.3044418860843362,0.12540297577364412,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.12540297577364412,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D1,Sham,D1,1,1,True,0.0,0.0966000508588627,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,Sham,D3,1,2,True,0.0,0.2730162531362667,0.0,0.10107213205438048,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.10107213205438048,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,Sham,D7,1,1,True,0.0,0.45050555888160276,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D3,D1,D3,1,2,True,0.0966000508588627,0.2730162531362667,0.0,0.10107213205438048,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.10107213205438048,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D7,D1,D7,1,1,True,0.0966000508588627,0.45050555888160276,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D3_vs_D7,D3,D7,2,1,True,0.2730162531362667,0.45050555888160276,0.10107213205438048,0.0,,,,,,False,,,0,,,,,sham_reference_raw_marker_per_mouse,,,,,,,,,,,,,c:activated_stromal_cd44,,,composite_label,0.10107213205438048,True,,False
