family,endpoint,contrast,tp1,tp2,n_mice_1,n_mice_2,insufficient_support,mouse_mean_1,mouse_mean_2,mouse_range_1,mouse_range_2,hedges_g,g_shrunk_skeptical,g_shrunk_neutral,g_shrunk_optimistic,pooled_std,g_pathological,bootstrap_range_min,bootstrap_range_max,n_unique_resamples,n_required_80pct,n_required_skeptical,n_required_neutral,n_required_optimistic,normalization_mode,hedges_g_no_none,clr_none_sensitivity,sham_percentile,normalization_sign_reverse,normalization_g_collapse,normalization_magnitude_disagree,hedges_g_sham_ref,endpoint_axis,min_prevalence_sweep_value,headline_rule_version,unassigned_rate_mouse_mean_1,unassigned_rate_mouse_mean_2,composite_label,support_sensitive,cell_type,stratifier_basis,observed_range,threshold_sensitive,headline_demoted_reason,is_headline
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,Sham,D7,1,1,True,0.0,0.37965974039223993,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:activated_stromal_cd44,True,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D3,D1,D3,1,2,True,0.09578420399705581,0.22095876721981267,0.0,0.06992449857008046,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:activated_stromal_cd44,True,,composite_label,0.06992449857008046,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D7,D1,D7,1,1,True,0.09578420399705581,0.37965974039223993,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:activated_stromal_cd44,True,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D3_vs_D7,D3,D7,2,1,True,0.22095876721981267,0.37965974039223993,0.06992449857008046,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:activated_stromal_cd44,True,,composite_label,0.06992449857008046,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D1,Sham,D1,2,2,False,-2.7755575615628914e-17,-0.0026551429200567522,0.047936778187217366,0.00990638102968544,-0.06199119390974939,-0.012393476082959534,-0.030988154165540967,-0.04958819105624493,0.024474839570852096,False,-3.0714439146572454,2.4588187708432985,5,4085.0,102201.0,16348.0,6384.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.047936778187217366,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D3,Sham,D3,2,2,False,-2.7755575615628914e-17,0.04180776800332914,0.047936778187217366,0.01329770104259742,0.9604661720840844,0.1758693684075661,0.4540541601645779,0.7510518922568308,0.024873497723424298,False,0.8382211216309494,5.653063693274727,5,18.0,508.0,77.0,28.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.047936778187217366,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D7,Sham,D7,2,2,False,-2.7755575615628914e-17,0.06708774879094836,0.047936778187217366,0.006605478303689072,1.5844621424730028,0.25330075918396583,0.6847834068090861,1.1927115505542503,0.024194870564806632,False,1.5206936433767262,15.75421987598271,5,7.0,245.0,34.0,12.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.047936778187217366,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D3,D1,D3,2,2,False,-0.0026551429200567522,0.04180776800332914,0.00990638102968544,0.01329770104259742,3.0644387305553273,,,,0.008291037904321874,True,3.0644387305553273,5.896547031254554,5,2.0,inf,inf,inf,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.01329770104259742,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D7,D1,D7,2,2,False,-0.0026551429200567522,0.06708774879094836,0.00990638102968544,0.006605478303689072,6.69424610893379,,,,0.005953333703183004,True,6.69424610893379,12.923659300731993,5,1.0,inf,inf,inf,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.00990638102968544,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D3_vs_D7,D3,D7,2,2,False,0.04180776800332914,0.06708774879094836,0.01329770104259742,0.006605478303689072,1.9458197463530715,0.2822848503377361,0.786737553178328,1.422051040840855,0.007423967885147463,False,1.8888112692023995,5.524216604284115,5,5.0,197.0,26.0,8.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.01329770104259742,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D1,Sham,D1,2,2,False,0.0,0.04210188264483345,0.03219727906726644,0.06771904579279338,0.641693175293669,0.12326303158953295,0.31279656985837995,0.5081237852913193,0.03749177890692131,False,0.29256632813037586,2.6962848234129826,5,39.0,1034.0,161.0,61.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.06771904579279338,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D3,Sham,D3,2,2,False,0.0,0.03215400211080969,0.03219727906726644,0.03865980792983438,0.7303984556035201,0.13868129499131007,0.3534154317145304,0.5766282461175908,0.025155742527836058,False,0.45519722757052816,1.8274447874276896,5,30.0,817.0,126.0,48.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.03865980792983438,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D7,Sham,D7,2,2,False,0.0,0.04023700892709618,0.03219727906726644,0.01785600094445633,1.249014922896165,0.21609183168787993,0.5690260593512289,0.9617045409268261,0.018408568311141547,False,1.1113275713039459,3.605712076355063,5,11.0,337.0,49.0,17.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.03219727906726644,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D3,D1,D3,2,2,False,0.04210188264483345,0.03215400211080969,0.06771904579279338,0.03865980792983438,-0.1457990353002785,-0.02909795249870168,-0.07280279295739824,-0.1165772751164034,0.03898861985329223,False,-1.2950298152372377,0.7068734361247101,5,739.0,18541.0,2962.0,1156.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.06771904579279338,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D7,D1,D7,2,2,False,0.04210188264483345,0.04023700892709618,0.06771904579279338,0.01785600094445633,-0.030432307837803332,-0.006085897937118669,-0.015215273215752318,-0.02434528260065214,0.035016802869532765,False,-2.286507598858532,2.0477884975914273,5,16950.0,423827.0,67808.0,26486.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.06771904579279338,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D3_vs_D7,D3,D7,2,2,False,0.03215400211080969,0.04023700892709618,0.03865980792983438,0.01785600094445633,0.2169281879491117,0.04318243040523787,0.10814602408952094,0.17333862683062598,0.021292120132223275,False,-0.719847449676733,1.7545384876634873,5,334.0,8419.0,1343.0,523.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.03865980792983438,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D1,Sham,D1,2,2,False,0.0,0.020147751045551332,0.022819972261641785,0.0315856144478357,0.5909151360624046,0.11419553939666381,0.2891472775188995,0.46864109820503175,0.019483340152996274,False,0.2181018713007556,1.7999550247297744,5,45.0,1204.0,188.0,72.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.0315856144478357,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,Sham,D3,2,2,False,0.0,0.0445153328368349,0.022819972261641785,0.02844029477984822,1.3952139936928412,0.2335746428392274,0.6219394320942379,1.0643729000227273,0.01823185057246495,False,1.330319613161626,2.9415576121943365,5,9.0,288.0,41.0,14.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.02844029477984822,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,Sham,D7,2,2,False,0.0,-0.021065083126206502,0.022819972261641785,0.11189386361630765,-0.21081420894428374,-0.041976288121771684,-0.10511512991594932,-0.16846419235827848,0.057098572331116475,False,-3.8568728456124117,1.7469333207400413,5,354.0,8910.0,1421.0,554.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.11189386361630765,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D3,D1,D3,2,2,False,0.020147751045551332,0.0445153328368349,0.0315856144478357,0.02844029477984822,0.6552171062403256,0.1256491830039439,0.31904791031307955,0.5186076062552691,0.021251478814496585,False,0.344572460959421,1.6138224937972818,5,37.0,995.0,155.0,59.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.0315856144478357,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D7,D1,D7,2,2,False,0.020147751045551332,-0.021065083126206502,0.0315856144478357,0.11189386361630765,-0.4051072453351751,-0.07971325977302897,-0.20049712515579787,-0.32276157106087644,0.0581332257728577,False,-3.5155159869330674,0.5331214548673611,5,96.0,2471.0,391.0,151.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.11189386361630765,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D3_vs_D7,D3,D7,2,2,False,0.0445153328368349,-0.021065083126206502,0.02844029477984822,0.11189386361630765,-0.6491811655288381,-0.12458573923257048,-0.31626036026985155,-0.5139302127093556,0.057725832783402785,False,-4.88350766150307,-0.387116106293506,5,38.0,1012.0,157.0,60.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:endothelial,False,,composite_label,0.11189386361630765,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D1,Sham,D1,2,1,True,0.0,0.1382400593594869,0.08145196299349944,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.08145196299349944,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D3,Sham,D3,2,1,True,0.0,0.12812654303364102,0.08145196299349944,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.08145196299349944,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D7,Sham,D7,2,1,True,0.0,0.18402522085615294,0.08145196299349944,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.08145196299349944,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D3,D1,D3,1,1,True,0.1382400593594869,0.12812654303364102,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D7,D1,D7,1,1,True,0.1382400593594869,0.18402522085615294,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.0,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D3_vs_D7,D3,D7,1,1,True,0.12812654303364102,0.18402522085615294,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D1,Sham,D1,2,1,True,1.3877787807814457e-17,0.08429899899677012,0.02416698470049669,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.02416698470049669,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D3,Sham,D3,2,1,True,1.3877787807814457e-17,0.1929639021153972,0.02416698470049669,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.02416698470049669,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D7,Sham,D7,2,1,True,1.3877787807814457e-17,-0.04492704239124243,0.02416698470049669,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.02416698470049669,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D3,D1,D3,1,1,True,0.08429899899677012,0.1929639021153972,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D7,D1,D7,1,1,True,0.08429899899677012,-0.04492704239124243,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D3_vs_D7,D3,D7,1,1,True,0.1929639021153972,-0.04492704239124243,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D1,Sham,D1,2,1,True,0.0,0.2397473527983333,0.07808560309733065,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.07808560309733065,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,Sham,D3,2,1,True,0.0,0.20336581177072277,0.07808560309733065,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.07808560309733065,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,Sham,D7,2,1,True,0.0,-0.12988185810207037,0.07808560309733065,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.07808560309733065,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D3,D1,D3,1,1,True,0.2397473527983333,0.20336581177072277,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D7,D1,D7,1,1,True,0.2397473527983333,-0.12988185810207037,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D3_vs_D7,D3,D7,1,1,True,0.20336581177072277,-0.12988185810207037,0.0,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:m2_macrophage,True,,composite_label,0.0,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D1,Sham,D1,2,2,False,0.0,0.03252286890711065,0.006404947224057045,0.04071092501210927,0.9019042876560274,0.16681185813396085,0.429135145205408,0.7071431206474741,0.02060584118814699,False,0.8230965811858235,9.43526568508146,5,20.0,565.0,86.0,32.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.04071092501210927,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D3,Sham,D3,2,2,False,0.0,0.02712190989769582,0.006404947224057045,0.025806381806108863,1.165748200858171,0.2052559901211413,0.5372430631039619,0.9019553303346681,0.013294667078058242,False,1.0592921866218428,7.141818775946118,5,12.0,373.0,55.0,20.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.025806381806108863,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D7,Sham,D7,2,2,False,0.0,0.0805878534977103,0.006404947224057045,0.030598177325610487,2.946143189124513,0.31543694757182755,0.9549989873587972,1.9366690109144855,0.01563067340673827,False,2.8903824307548143,17.109442579522323,5,2.0,158.0,18.0,5.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.030598177325610487,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D3,D1,D3,2,2,False,0.03252286890711065,0.02712190989769582,0.04071092501210927,0.025806381806108863,-0.12805767864774023,-0.02556960472526188,-0.06396328188087476,-0.1024041603637758,0.024100564087092706,False,-1.1406446097153233,0.6622726605932486,5,958.0,24010.0,3837.0,1497.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.04071092501210927,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D7,D1,D7,2,2,False,0.03252286890711065,0.0805878534977103,0.04071092501210927,0.030598177325610487,1.0786161587705383,0.19324129213158606,0.5027513677894198,0.8385047477306574,0.025463836469545822,False,0.9198203723461273,2.5555377318648995,5,14.0,421.0,63.0,23.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.04071092501210927,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D3_vs_D7,D3,D7,2,2,False,0.02712190989769582,0.0805878534977103,0.025806381806108863,0.030598177325610487,1.5265407679403264,0.24760751326024577,0.6662361414835204,1.154002540580776,0.020013856434806427,False,1.5150389894259402,3.0453168092615748,5,7.0,257.0,36.0,12.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.030598177325610487,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D1,Sham,D1,2,2,False,0.0,-0.0005764877460176371,0.015308407955497982,0.009244868862952699,-0.036841104639693985,-0.007367220999350961,-0.01841898985191356,-0.02947188368138305,0.00894168544550112,False,-1.017483856894595,0.8749522216550563,5,11566.0,289222.0,46271.0,18073.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.015308407955497982,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D3,Sham,D3,2,2,False,0.0,0.012481293277803535,0.015308407955497982,0.03131477445858566,0.4092324904221728,0.08049838177377054,0.20249672175423544,0.32602101382304816,0.01742815576534163,False,-0.23711294273035527,2.1007078006802447,5,94.0,2423.0,383.0,148.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.03131477445858566,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D7,Sham,D7,2,2,False,0.0,0.07280650757865825,0.015308407955497982,0.013379749176910566,4.09256205271093,0.30599665311293855,0.9997383823378452,2.3077382444295864,0.010165690362304382,False,4.09256205271093,6.872707231335487,5,1.0,168.0,16.0,3.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.015308407955497982,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D3,D1,D3,2,2,False,-0.0005764877460176371,0.012481293277803535,0.009244868862952699,0.03131477445858566,0.4570522807069549,0.0895399944243847,0.22558094444284732,0.3637422100882482,0.016325460940546835,False,-0.3213651339549821,3.5497891460555064,5,76.0,1958.0,309.0,119.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.03131477445858566,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D7,D1,D7,2,2,False,-0.0005764877460176371,0.07280650757865825,0.009244868862952699,0.013379749176910566,5.156875204556359,,,,0.008131501834381999,True,5.156875204556359,9.898664079055957,5,1.0,inf,inf,inf,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.013379749176910566,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D3_vs_D7,D3,D7,2,2,False,0.012481293277803535,0.07280650757865825,0.03131477445858566,0.013379749176910566,2.024559651488491,0.28719517287026425,0.8058413209691699,1.4691068116314177,0.01702669071949338,False,1.9574635985627848,6.490200805965202,5,4.0,191.0,25.0,8.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.03131477445858566,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D1,Sham,D1,2,2,False,0.0,0.02153404628867607,0.03219826844144602,0.031099961660573522,0.5497631853152353,0.1067269271146865,0.2697853547271341,0.43651226636991824,0.022382672460614268,False,0.19972140626574955,1.3829389766780118,5,52.0,1379.0,216.0,83.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.03219826844144602,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D3,Sham,D3,2,2,False,0.0,0.04041390680155947,0.03219826844144602,0.01312656735474002,1.3283217963807925,0.22581983204752026,0.5981936437075999,1.0177629272858444,0.017385592175318224,False,1.2015064256637924,4.920275868890586,5,9.0,308.0,44.0,16.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.03219826844144602,False,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,Sham_vs_D7,Sham,D7,2,2,False,0.0,0.11164345854933544,0.03219826844144602,0.053625283819581704,2.039875342580809,0.2880957806217411,0.8094305216981457,1.4781340060579269,0.03127458854788545,False,2.03623189922477,4.914411583020899,5,4.0,190.0,24.0,8.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.053625283819581704,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D3,D1,D3,2,2,False,0.02153404628867607,0.04041390680155947,0.031099961660573522,0.01312656735474002,0.6391912514058522,0.12282023956435663,0.3116378470133918,0.5061827811562181,0.016878346970361682,False,0.2899140862394803,2.997614611886437,5,39.0,1041.0,162.0,62.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.031099961660573522,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D1_vs_D7,D1,D7,2,2,False,0.02153404628867607,0.11164345854933544,0.031099961660573522,0.053625283819581704,1.6612453067214457,0.2603886648977574,0.7084301439881245,1.2432221249798365,0.030995478218684716,False,1.5890037815791156,4.296635675137504,5,6.0,232.0,32.0,11.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.053625283819581704,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_stromal,D3_vs_D7,D3,D7,2,2,False,0.04041390680155947,0.11164345854933544,0.01312656735474002,0.053625283819581704,1.4745050219431135,0.24223509615782288,0.6490554111714779,1.1187930012449094,0.027604247115476713,False,1.378161589126946,8.535987992509918,5,8.0,268.0,38.0,13.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:mixed,False,,composite_label,0.053625283819581704,True,,True
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D1,Sham,D1,2,2,False,0.0,0.039593640732424135,0.08821081456837976,0.06505505809968609,0.4128440901442457,0.08118509726023913,0.20424630817526898,0.328873938268441,0.054802619442802666,False,-0.0792606260175533,1.4703861263109357,5,93.0,2382.0,377.0,146.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:neutrophil,True,,composite_label,0.08821081456837976,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D3,Sham,D3,2,2,False,0.0,0.14615049161781998,0.08821081456837976,0.006139370928386068,1.8889526571488617,0.27843939686449043,0.7722563107085774,1.3874010241981343,0.044212101517043356,False,1.853751403595437,35.41654602192742,5,5.0,203.0,27.0,9.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:neutrophil,True,,composite_label,0.08821081456837976,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,Sham_vs_D7,Sham,D7,2,1,True,0.0,0.21284953197889991,0.08821081456837976,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:neutrophil,True,,composite_label,0.08821081456837976,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D3,D1,D3,2,2,False,0.039593640732424135,0.14615049161781998,0.06505505809968609,0.006139370928386068,1.8636608830929837,0.27664644959722595,0.7656298220618529,1.3718130829048065,0.03267205403609423,False,1.8180146117836,25.89085737333524,5,5.0,206.0,27.0,9.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:neutrophil,True,,composite_label,0.06505505809968609,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D1_vs_D7,D1,D7,2,1,True,0.039593640732424135,0.21284953197889991,0.06505505809968609,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:neutrophil,True,,composite_label,0.06505505809968609,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_immune,D3_vs_D7,D3,D7,2,1,True,0.14615049161781998,0.21284953197889991,0.006139370928386068,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:neutrophil,True,,composite_label,0.006139370928386068,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D1,Sham,D1,2,2,False,0.0,0.050434567884354325,0.01887542686959026,0.05312929710773767,1.0222914236702458,0.18511254718931636,0.47980599134517077,0.7970096721162969,0.028191328235254866,False,0.8818778055230414,4.662098775768598,5,16.0,459.0,69.0,25.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:neutrophil,True,,composite_label,0.05312929710773767,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D3,Sham,D3,2,2,False,0.0,0.18857116858485817,0.01887542686959026,0.003629134822040969,11.212127232812916,,,,0.00961057177104724,True,11.212127232812916,62.35532055490095,5,1.0,inf,inf,inf,sham_reference_v2_continuous,,,,,,,,,,,,,c:neutrophil,True,,composite_label,0.01887542686959026,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,Sham_vs_D7,Sham,D7,2,1,True,0.0,0.12635089041851566,0.01887542686959026,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:neutrophil,True,,composite_label,0.01887542686959026,False,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D3,D1,D3,2,2,False,0.050434567884354325,0.18857116858485817,0.05312929710773767,0.003629134822040969,2.9645296900626468,0.3155696030652111,0.9567460104982216,1.944414646356446,0.026626550803280986,False,2.9324048680291175,51.866356136638885,5,2.0,158.0,18.0,5.0,sham_reference_v2_continuous,,,,,,,,,,,,,c:neutrophil,True,,composite_label,0.05312929710773767,True,,False
B_continuous_neighborhood,vs_sham_mean_delta_lineage_endothelial,D1_vs_D7,D1,D7,2,1,True,0.050434567884354325,0.12635089041851566,0.05312929710773767,0.0,,,,,,False,,,0,,,,,sham_reference_v2_continuous,,,,,,,,,,,,,c:neutrophil,True,,composite_label,0.05312929710773767,True,,False
