focal_cell_type,neighbor_cell_type,timepoint,observed_proportion,expected_proportion,enrichment_score,log2_enrichment,fraction_significant_raw,n_focal_cells,n_rois
none,immune+stromal,Sham,0.08110759463364586,0.08687890555309101,0.944841154163507,-0.08408873375213798,0.3333333333333333,3620,6
none,none,D1,0.29312975013700066,0.19982994353696557,1.47368246783212,0.5445974337684201,1.0,2891,6
none,none,D3,0.2799006947510194,0.17607565468236097,1.5967170253869576,0.6607991174958266,1.0,2540,6
none,none,D7,0.32339900536981153,0.14442729300980117,2.2592539775773446,1.1560151995379304,1.0,2122,6
none,none,Sham,0.3299993006815271,0.24854028979087772,1.3318230624167648,0.40677445459621947,1.0,3620,6
none,stromal,D1,0.06469977686664785,0.05641653456230667,1.1734159649888536,0.22287602391567143,0.5,2891,6
none,stromal,D3,0.04958422961161237,0.04625220956565659,1.12252729012838,0.1589758100212626,0.3333333333333333,2540,6
none,stromal,D7,0.03139107295929972,0.026533722494840938,1.2334260323372435,0.2796109777321752,0.3333333333333333,2122,6
none,stromal,Sham,0.06763524235834913,0.06364466643377106,1.0651878544609152,0.08745958530432048,0.16666666666666666,3620,6
stromal,endothelial,D1,0.1119988923686228,0.14668674676706095,0.7683572028722733,-0.3819508456837056,1.0,819,6
stromal,endothelial,D3,0.07533972661112476,0.14195323083352904,0.5313823379016411,-0.9352223543713705,1.0,669,6
stromal,endothelial,D7,0.05327658301338953,0.11308985545627974,0.49619322815759775,-1.1188925049176577,0.8333333333333334,391,6
stromal,endothelial,Sham,0.10317148434189305,0.13929879749000063,0.7301049163848189,-0.46284274506484313,1.0,931,6
stromal,endothelial+immune,D1,0.05576080888792001,0.08663199765639128,0.6377955350438986,-0.6582802735401622,1.0,819,6
stromal,endothelial+immune,D3,0.041636035499984264,0.09221247240339832,0.46596442803621657,-1.1681481962877975,1.0,669,6
stromal,endothelial+immune,D7,0.03290947776121495,0.1056870756144359,0.38933319908628733,-1.694365013445627,1.0,391,6
stromal,endothelial+immune,Sham,0.05728275467100474,0.08064928987932247,0.7000593324083316,-0.5190883631901823,1.0,931,6
stromal,endothelial+immune+stromal,D1,0.20969930538343692,0.2535376154068462,0.8328024310294281,-0.27703006007052644,0.8333333333333334,819,6
stromal,endothelial+immune+stromal,D3,0.2891192579839639,0.3180372887229554,0.9173873791126649,-0.1265039775723175,0.6666666666666666,669,6
stromal,endothelial+immune+stromal,D7,0.356530836080259,0.384801376034297,0.9402625329553381,-0.09362550919576505,0.16666666666666666,391,6
stromal,endothelial+immune+stromal,Sham,0.1713780400520791,0.20297974927341259,0.8636440756473466,-0.23686671577210552,0.5,931,6
stromal,endothelial+stromal,D1,0.13372281383200316,0.13344046506926924,0.9999147437187957,-0.01420942011731291,0.5,819,6
stromal,endothelial+stromal,D3,0.13000545513191464,0.1075822306905899,1.2527911445817195,0.30892617532499583,0.6666666666666666,669,6
stromal,endothelial+stromal,D7,0.06979167210340478,0.0589903647524077,1.4309286610489622,0.3312056629720915,0.3333333333333333,391,6
stromal,endothelial+stromal,Sham,0.0980331853686681,0.09812928623325044,0.9885920679355721,-0.027867303858008226,0.16666666666666666,931,6
stromal,immune,D1,0.06618366851617626,0.060487163991786046,1.0831656647207708,0.09591938720558695,0.16666666666666666,819,6
stromal,immune,D3,0.04673817501024775,0.04624495340932319,1.0428940075045785,-0.014067551791793087,0.5,669,6
stromal,immune,D7,0.03631816626182188,0.048057181144598275,0.9083081522900619,-0.36253128491546627,0.3333333333333333,391,6
stromal,immune,Sham,0.07974636045774225,0.0798790153462741,1.001833041349813,-0.010860887602277281,0.16666666666666666,931,6
stromal,immune+stromal,D1,0.09647759574917057,0.06296953300937401,1.5851964384852415,0.6307549576894995,0.8333333333333334,819,6
stromal,immune+stromal,D3,0.1159791614822598,0.07164195969218663,1.746240316193956,0.7655440310170359,1.0,669,6
stromal,immune+stromal,D7,0.18091933901565826,0.11841313149333932,1.6715169796934866,0.6875940367259967,0.8333333333333334,391,6
stromal,immune+stromal,Sham,0.11732195147300421,0.08687890555309101,1.3511698646139552,0.4254132794491307,1.0,931,6
stromal,none,D1,0.23204723292272364,0.19982994353696557,1.1721887495677146,0.22381249626513897,0.6666666666666666,819,6
stromal,none,D3,0.2028714963594576,0.17607565468236097,1.1520607398409122,0.19336679697166326,0.3333333333333333,669,6
stromal,none,D7,0.17818433947036724,0.14442729300980117,1.2434304600753554,0.29069813315522514,0.6666666666666666,391,6
stromal,none,Sham,0.2667656223674131,0.24854028979087772,1.0743433647390468,0.10043040239473928,0.16666666666666666,931,6
stromal,stromal,D1,0.09410968233994665,0.05641653456230667,1.66400355145137,0.7265448083571447,1.0,819,6
stromal,stromal,D3,0.0983106919210473,0.04625220956565659,2.8266168446048225,1.2314577961659514,1.0,669,6
stromal,stromal,D7,0.09206958629388436,0.026533722494840938,3.5667117638717794,1.7155350931375437,1.0,391,6
stromal,stromal,Sham,0.1063006012681955,0.06364466643377106,1.6629183861006174,0.7197954156682895,1.0,931,6
